Title,Year,Genre,Synopsis,IMDb id
Judith,(1966),"Drama, War",A beautiful woman who survived a concentration camp goes to Israel in 1948 to track down her Nazi husband who had betrayed her.,0060568
Temptation,(2002),"Drama, Romance","Daphne's life is peaceful. She has solid marriage with a successful lawyer, two charming children and a nice local bookshop. Recently her father passed away and left her a good deal of ...                See full summary »",0392613
The Other Story,(2018),Drama,"Two rebellious young women - one fleeing the chaos of secular hedonism for the disciplined comforts of faith; the other desperate to transcend her oppressive religious cross paths unexpectedly in Jerusalem, to startling consequences.",8510206
The Jerusalem File,(1972),"Action, Drama, Thriller","An American student starts working with his Arab colleague while putting all politics aside. However, is his colleague just a regular Joe? Set around the time of Arab-Israeli Six Day War.",0068763
Upon Her Lips: Butterflies,(2022),Drama,"That feeling of apprehension, of doubt - the sensation of butterflies before taking the plunge. Five women and the objects of their affection face up to their futures in these thoroughly modern tales of lesbian love.",20114364
Red Cow,(2018),Drama,"Red Cow is a coming-of-age film that takes place in the days leading up to the assassination of Rabin and depicts the life of Benny, 16, orphaned from mother at birth and the only child of ...                See full summary »",7769310
The Embryo Who Came in from the Cold,(2020),"Animation, Adventure, Comedy",5 IVF embryos embark on a journey to find their mother.,2006291
Children of Rage,(1975),Drama,Young Palestinian ends up in a hospital after the bomb he set to explode during a party for the Israelis explodes before he leaves. Sympathetic physician tries to convince him to give up on his destructive ways while he still can.,0072778
"Aviva, My Love",(2006),Drama,"Aviva, a hard-working hotel cook in the northern Israeli town of Tiberias, is on the brink of finally fulfilling her lifelong dream. For years she kept her remarkable writing abilities ...                See full summary »",0833422
The 90 Minute War,(2016),"Comedy, Drama, Sport","The Israeli-Palestinian conflict has lasted 100 years. 100 years of war, bloodshed, bitterness, suffering. 100 years of stalemate, intransigence and failed peace deals. And now, it's all ...                See full summary »",4967126
Speedway Junky,(1999),"Crime, Drama, Romance","Johnny wants to be a stock car racer one day. He meets a young, gay hustler in Vegas, who takes him to meet his friends/gang and his ""mom"", an ex hooker etc.",0155197
Mossad,(2019),"Action, Comedy","After an American tech-billionaire is kidnapped in Israel, the Mossad rushes to save him while the CIA send their best agent to help out.",10370402
The Great Telephone Robbery,(1972),"Comedy, Crime, Drama","Meshulam, a lowly bank clerk, has two hobbies: crime novels, and the ability to calculate investment interest in his head. When he learns of a local gang's plot to rob the bank, Meshulam ...                See full summary »",0148846
Burning Memory,(1989),Drama,"A man walks amongst an inferno of flames, shell-shocked. When he's back home, he starts group therapy in a military rehab center, meeting all kinds of fellow soldiers who, like him, have ...                See full summary »",0126639
A Movie and Breakfast,(1977),Drama,"Tsipi and Rafi meet and quickly marry. To make it difficult on the newly weds, their mother-in-law houses them in an open room, with no privacy. In addition, Rafi works long nights, so that...                See full summary »",0076685
Hapnimiyah,(1983),Drama,Add a Plot,0146847
Armand's Kites,(2011),Drama,Add a Plot,11112628
Who's the Father?,(1996),Comedy,"Dani Lev gives Olga, a beautiful pregnant woman, a ride to the hospital. There he is mistakenly considered as the newborn's father. Now his life become hell by everybody (wife, children, ...                See full summary »",0317914
The Hole Between Us,,"Comedy, Drama",A hole between two neighbors turns their world around.,7216396
Tip of the Spear,,War,"After getting kicked out of his elite unit, an IDF fighter gets sent out to the brigades, and must cope with new commanders, new squad-mates and a new set of responsibilities.",7024252
The Dress,(1969),Drama,Three short stories of life in Tel Aviv; A girl meets a boy in a library and has to decide what to do next; A young husband comes home to meet his wife's boyfriend; A young clerk opens a ...                See full summary »,0066381
Obsession,(2011),Drama,"The 1960's, a Sephardic old neighborhood in Jerusalem. Micha, 6, timid and silent tells the story of his broken family. Sami, the father, a reckless ""easy go lucky"" womanizer spends his ...                See full summary »",1969118
Am Yisrael Hai,(1981),Comedy,"A minor politician, suffering with a temporary sexual disorder that is soon to be written about in the local press, is sent anonymously to Eilat for rest and pleasantries. His wife, ...                See full summary »",0087636
They Were Ten,(1961),Drama,Add a Plot,0136991
The Milk Trial,(2016),"Drama, History",Based on a true story that happened in Morocco at the beginning of The 40's.,4952638
Shuroo,(1990),Comedy,"Comedy about life among Tel Aviv's 30-something bourgeoisie is nothing if not proof that self-absorbed, would-be hipsters are the same the world over. The central character is Asher, an ...                See full summary »",0102919
The Ladies' Hairdresser,(1984),Comedy,Add a Plot,0152286
Transit,(1980),Drama,A Jewish refugee in Israel,0138884
Gloria Jesus,(2014),Drama,"Anne, a Parisian, visits her friend Yola in Tel Aviv, where Yola lives with her husband Avi and their son. There's tension in the air and the attraction between the two women is palpable. ...                See full summary »",1647360
Moments,(1979),Drama,"A young boy with growth disorders lives through his daily life's tragedies and comedies, while struggling to come to terms with his own personal problems.",0079787
Intimate Grammar,(2010),Family,"A cinematic rendition of the children's book, ""Hanna's Sabbath Dress"", by Isaac Damiel (Scwiger) - an 80-year-old Israeli classic, a magical Jewish fairy-tale that transcends generations. ...                See full summary »",1676680
Hanna's shabbath dress,(2021),Drama,Five soldiers must decide which of them will assume responsibility for a woman's pregnancy.,13086146
Little Man,(1978),"Comedy, Drama","A young Brazilian pastor zealously pursues his mission to convert the indigenous people of the Amazon. His fervor and charisma draw the attention of the World Christ Channel, a U.S. based ...                See full summary »",0152430
A Green Chariot,(2005),Drama,"The life of an aging man who earns a living by cutting off water lines for citizens in dept, and he's the relationship with his older son.",2151741
The Cutoff Man,(2012),"Animation, Comedy, Drama",Add a Plot,2219708
The Amlash Enchanted Forest,(1974),"Comedy, Drama","The story of a soccer team, respectable families, a corrupt night club owner, and a young lad to guide all to a happy ending.",0143286
"Fish, Football and Girls",(1968),"Comedy, Mystery, Romance","It's more dificult to love than to be bewitched. The film has as it's central theme the loving separation, but the consequences of this separation are attributed to occult forces that ...                See full summary »",0144606
Bewitched,(2018),"Drama, Romance",Emigration to Israel challenges Sasha's Jewish identity. Will love help him to go over this crisis?,9716728
Atalia,(1984),Drama,"Atalia is a 40-year-old widow who lost her husband in the Six-Day War and lives on a kibbutz with her adolescent daughter. Lonely and feeling outcast, she enters into a forbidden affair ...                See full summary »",0143119
Haven,(2013),Drama,"During the Second Lebanon War, Motti and Keren, a young orthodox couple from the North of Israel, looks for a place to stay to escape the bombings and stress of their hometown near the ...                See full summary »",3165442
Third Body,(2020),Drama,"Victoria, a transgender woman, embarks on a journey in search of release from the burden of the body and its limitations.",11502882
Parano,(2005),NA,One man goes on a quest scanning the globe searching for evidence and meaning after aliens abduct him one night from his bed.,0180409
49KG of Content 2,(2022),Comedy,"After The Release Of The First Movie BlackSmile Got His Vacation And The Way He Want To Return Is Making A Sequel Which Will End His Nightmare Once And For All, With The Same Way The First Movie Went.",19406940
Vice Versa,(2015),Drama,Add a Plot,14859454
On a Clear Day You Can See Damascus,(1984),Drama,Add a Plot,0133391
Henry's Dream,(2004),Drama,"Henry, an equipment manager in a film school, makes up his mind to make a movie, now or never. For the starring role he selects his own 13-year-old boy, Ami. Ami is a talented mimic, who ...                See full summary »",0380414
A Moment of Youth,(2011),"Adventure, Biography, Comedy",A moment of youth is a short film compilation that showcases nine up-and-coming directors from seven countries in five continents.,1926214
Death of a Jew,(1969),Drama,"A confrontation between two enemies. One is a young, captured Israeli agent and the other an older Arab inspector who tries to get the agent talk by making him regain his desire to live.",0066321
Point of View,(1989),Drama,Captain Ben Jacobson and his platoon are behind enemy lines to install secret military equipment.,0100382
Two Kuni Lemel,(1966),"Comedy, Drama, Musical","Reb Kalman, the matchmaker comes home on Shabbat to find out that Reb Pinchas has been there. He learns that RebPinchas wants him to find a husband from a good family for his daughter ...                See full summary »",0138101
Endtime,(2014),"Drama, Sci-Fi",Tomorrow will be the last day of your life. Where will YOU be when it all ends?,2461182
Paratroopers,(1977),Drama,"Not everyone is born to be a soldier. Not even in Israel, where universal conscription is the tradition. This movie is about a Sad Sack in the Israeli army, incompetent to complete training and yet incompetent to extricate himself.",0076525
Mr. Leon,(1982),Comedy,Add a Plot,0133339
Heroine,(2016),"Comedy, Drama","FIVE PROFESSIONS, FIVE WOMEN. A feature film comprising five short stories, written and directed by five women directors. The titles of each episode are the professions of the main ...                See full summary »",5921576
Shem,(2004),Drama,"Daniel, a young and arrogant Londoner, is bored to death in his life. His jewish grandmother asks him to go through Europe in order to find his grandfather's grave. Not only will Daniel ...                See full summary »",0406214
Four by Four,(2016),Comedy,"Oded wants to look cool in front of his boss, so he lies about knowing a secret beach in Sinai peninsula. Moti, the crazy CEO, decides to take Oded, and two other employees, to the terror-stricken peninsula.",6024062
Planet Blue,(1995),"Adventure, Comedy, Drama","Mulli, an Israeli young man, looses his backpack en route to Cairo and instead heads off to a surreal quest around the streets of Tel Aviv and Israel.",0112699
The Customer of the Off Season,(1970),"Drama, Mystery",An ex-SS officer and his gorgeous wife find a refuge living in Eilat. A mysterious stranger appears from their past.,0147125
Untitled Project,(III) (2021),"Comedy, Drama, Romance","Stuck in existential boredom, two high school students start a bold and complex project: kidnapping their entire school. What was supposed to be an end-of-year film will become a chilling documentation of the chain of events that follows.",15436012
Amor,(2016),Drama,Add a Plot,4531764
Snapshot,(V) (2016),Drama,"Through her camera lens, Yael, a 30-year-old street photographer explores and discovers who she really is, dealing with a dark secret revealed about her beloved father.",6583298
The Ballad of the Weeping Spring,(2012),Drama,"Jossef Tawila, the legendary tar player of the band Ensemble Tourqouise along with Avram Mufradi composed the Crying Spring Symphony. In the debut evening of the symphony's playing a car ...                See full summary »",2378091
Tsili,(2014),Drama,Add a Plot,3966798
Home,(II),"Comedy, Romance",A romance set in 21st century Israel between two young Israelis trying to cope with the pressures of love and commitment in a reality that's aggressive hostile and isolating.,1784466
The Hour of Truth,(1965),Drama,A German Jewish engineer is the only survivor of a concentration camp where he would work in a counterfeiting unit.,0059266
Night Soldier,(1984),Drama,"Set in the early eighties in Israel, ""Soldier of the Night"" is a horror film. It is the first Israeli horror film ever made. A beautiful young woman (Iris) meets an attractive young man (...                See full summary »",0128562
Love Sick,(1995),"Comedy, Drama","The touching story of Victor, who lives with his mother in the REALLY bad part of town and runs an illegal TV cable station. One day he sees the beautiful Michaela and falls madly in love ...                See full summary »",0112665
Children of the Steps,(1984),Drama,Add a Plot,0147732
Wanted: Four Legged Husband,(1993),Comedy,Add a Plot,0107542
Consolation,(2010),"Comedy, Drama",Add a Plot,1693784
I Like Mike,(1961),NA,"Inside the virtual world - A soldier looks for relationships, a teenager search for porn, women try to find love and the best -or any- lover in the area - outside the virtual world no one is what they seem.",0137009
Internet Junkie,(2015),"Comedy, Musical","The competition between two identical brothers, one is an orthodox and the other is seclecur, who needs to move to Israel in order to marry a Jewish girl and inharrit a fortune.",5125940
Kuni Leml in Tel Aviv,(1976),"Comedy, Drama","3 stories revolving the Usher family. An elderly man seeks redemption by returning a dead friend's watch. A straight arrow, fights her brothers' desire to give their dying sister a ...                See full summary »",0074766
Deconstructing the Ushers,(2019),Drama,An allegorical drama about a woman who wakes up on the morning of the last day of her life and her family are able to accept it.,6027372
The Immigrant,(1991),Fantasy,Add a Plot,2831500
Without Home,(1956),Drama,This is the story of a small band of Jews who traveled on foot from Yemen to Israel in 1926. Naomi (Shoshana Damari) is a Jewish woman who was orphaned as a child and works as an ...                See full summary »,0133390
A Day Full of Grace,,Drama,Add a Plot,6333014
Too Late,(IV) (2019),"Drama, Romance",Add a Plot,11229516
Scoring Mental,(2013),"Drama, Fantasy, Music",Add a Plot,2791412
Sharqiya,(2012),Drama,"Nobody really respects Camel Najer, the young Bedouin who works as a security guard at the central bus station. Neither his family, nor his colleagues. When the Israeli government threatens...                See full summary »",2190397
Kasztner's Ark,,Drama,"The story of Rezsö (Rudolf) Kasztner and his rescue mission of 1.700 Hungarian Jews. In 1954 he was denounced in an Israeli Court for collaboration with the Nazis and subsequently assassinated for having ""sold his soul to the Devil"".",9467428
House Arrest,(2016),"Comedy, Drama","Baby-mama-drama, crazy neighbors and a self-appointed parole officer await a man under house arrest in this adult animated comedy.",5748506
Fishke Goes to War,(1971),"Comedy, Drama","Israel's top secret unit receives a new soldier (which is not a soldier but a Rabbi) who comes to take care of his friend that joined the Unit, and to take care that the soldier will pray and believe in god and his Mitzvoth.",0067101
7 fois... par jour,(1971),"Adventure, Comedy, Fantasy",A Canadian/Israeli coproduction fantasy sexploitation comedyg by,0135741
Ubiystvo po neostorozhnosti,(2013),Drama,Add a Plot,3142900
Winter Games,(1988),Drama,Add a Plot,0151588
"It's a Funny, Funny World",(1978),Comedy,Israeli gag comedy starring Boaz Davidson and featuring songs by Ariel Zilber.,0077757
Chaber,(2021),"Drama, Family, History","Two families come together during a beach vacation which soon turns to chaos after a disagreement in traditional values, family principles on upbringing and table manners.",19048276
Road 40 South,(1998),Drama,"A middle class, modern day urban family drama revolving around the complicated relationship between a strong-willed girl and her good-hearted father who finds himself responsible for her upbringing after his wife's death.",3426156
Aviv,(2008),"Drama, Family","The life of the Yassif family becomes almost impossible when the father who is the city architect, is charged with taking bribes.",0162870
Eli & Ben,(1986),Comedy,"Ephraim Rubin (Seffy Rivlin) is a bank manager. His life is one big mess: his bitch wife and son make his life miserable at home, and at work he is under tons of pressure. One day he ...                See full summary »",1320376
Million Dollar Madness,(2006),Drama,"In Tel Aviv, Yoav receives a visit from Delphine, the girlfriend of Emile, his boyfriend from Paris. Their day together in the city confronts their mutual expectations in the face of a complex Israeli society.",0091945
Emile's Girlfriend,(1989),Drama,From legendary writer-director Yitzhak Yeshurun comes a drama about the true meaning of flag and family. The so-called Israeli war of attrition forced Shmuel Braverman to leave Israel and ...                See full summary »,1046926
Greenfields,(1989),"Drama, Comedy","Chico takes his unconditional love for his son Ben to the next level in the second installment of Avi Cohen's adventure trilogy, which picks up on a positive note -- soon after Chico won a ...                See full summary »",0144591
Abba Ganuv II,(1956),Drama,Add a Plot,0133332
Don Quixote and Sa'ad Pancha,(1978),"Drama, War","Based on the novel ""The Story of Hirbet Hizah"" by S. Izhar (S.Yizhar).",0133716
Khirbet Hiza'a,(1996),Drama,Add a Plot,0151202
Metamorphosis of a Melody,(1972),"Drama, Musical","Shoshana, a rich young woman from Tiberias loves Moshe, a poor truck driver from Tel Aviv. They intend to marry, but Nissim, her father, forbids it. They intend to take advantage of ...                See full summary »",0148471
Nurith,(2017),Drama,Add a Plot,0142710
Zechut HaShtika,(1986),Drama,"Enrike, a young Israeli boarding-school student, falls in love with Malka, the most popular girl in his class. Malka tires of their relationship and takes up with Shalom, Enrike's best friend.",7806062
Prom Queen,(2009),Drama,"Lucy, a privileged North American in contemporary Berlin, living a life of post Punk hedonism, roams the streets with her best friend, Derek. Together they use the city like a playground, a...                See full summary »",0164744
Saturn Returns,(2014),Drama,"The love of Nissim for his widowed sister-in-law, Rosa, in the Old City of Jerusalem at the turn of the century. Under a (very old) Jewish religious law, Nissim has the duty to marry his childless sister-in-law on the death of his brother.",1337535
Invisibles,(1972),Drama,"Grandma Zohara occupies a special role within the Moroccan community within Israel. By cradling an object brought to her by her clients, Grandma Zohara gains access to the family's past ...                See full summary »",4036334
I Love You Rosa,(2013),Drama,"A middle-aged Israeli bachelor is forced to evaluate his life choices when he discovers an ex-girlfriend had given birth to his son 20 years before, in this affecting drama from writer director Savi Gabizon.",0068213
Orange People,(2017),"Comedy, Drama, Romance","""The Bubble"" is the story of a group of young people who live in Tel Aviv, Israel. The movie follows the group's difficulties of living in Israel's reality. Their routine breaks when a young Palestinian man enters their lives.",2901396
Longing,(2006),Drama,"After a lukewarm marriage of over twenty years, a woman appeals to her husband's compassion to obtain the desirable divorce document in front of a court, which proves to be more challenging than she would expect.",5545984
The Bubble,(2014),Drama,"While her mother is away from home, 12-year-old Adar's role-playing games with her stepfather move into dangerous territory. Seeking an escape, Adar finds Alan-an ethereal boy who joins her on a dark journey between reality and fantasy.",0476643
Gett,(I) (2014),"Drama, Thriller","""Promised Land"" tells the story of a group of young unwitting Estonian girls smuggled through Egypt to be auctioned off as prostitutes in Israel, and of their initiation into this trade of ...                See full summary »",3062880
Princess,(II) (2004),"Drama, War","Successful doctor Artur Planck, his wife Clara and their two daughters are seeking shelter from the Nazis storming Poland. A violent love triangle ensues between Arthur, Clara and Emelia, the woman they are taking shelter with.",1603900
Promised Land,(2007),"Action, Drama, History","In July 1976, an Air France flight from Tel-Aviv to Paris via Athens was hijacked and forced to land in Entebbe, Uganda. The Jewish passengers were separated and held hostage in demand to ...                See full summary »",0424365
Spring 1941,(1977),Horror,A woman visiting her father in Egypt becomes involved with Marquis De Sade's descendant and his terrifying cult.,1252616
Operation Thunderbolt,(1993),"Comedy, Drama, Fantasy","A bridegroom is possessed by an unquiet spirit in the midst of his own wedding celebration, in this clever take on the Jewish legend of the dybbuk.",0076398
Night Terrors,(2015),Drama,"Bina (46), a religious woman from Jerusalem, arrives panic-stricken at the hospital after her son Oliel (25) was severely injured in a stabbing attack. This is the first time she sees him ...                See full summary »",0108350
Demon,(2016),"Comedy, Romance","A subversive love story between clashing cultures and families, KISS ME BEFORE IT BLOWS UP is a romantic misadventure crossing all borders. When two generations of Israeli women fall for a German woman and an Palestinian man, chaos follows. What happens with lovers who don't fit but do belong together?",4935158
Between Worlds,(2020),Drama,"Within Brooklyn's ultra-orthodox Jewish community, a widower battles for custody of his son. A tender drama performed entirely in Yiddish, the film intimately explores the nature of faith and the price of parenthood.",5762836
Kiss Me Before It Blows Up,(2017),"Drama, Romance","This sequel to ""Yossi and Jagger"" finds Dr. Yossi Gutmann reminiscing about his love ten years after his death. When he encounters a group of young soldiers, one of them, Tom, reignites his romantic feelings.",7698982
Menashe,(2012),"Adventure, Drama","Three Israeli teens decide to build a raft and sail to the championship final in Cyprus. During their journey, their friendship will be put to the test as they will get a taste of first ...                See full summary »",6333086
Yossi,(2020),"Comedy, Drama, Romance","Benny falls in love with his best friend's little sister. They hide it from her brother, who is trying to protect her.",1934269
The Raft,(1983),Drama,Strap yourself in for an exhilarating journey into darkness with these five award-winning short films from across the globe that delve into heart-pumping escapades varying from the ...                See full summary »,12210288
Baby Love,(2021),Drama,A gently satirical tale of a man and his family trapped by military blockade inside a tiny Arab village in Israel.,0086926
The Male Gaze: Nocturnal Instincts,(2021),"Comedy, Drama","Or shoulders a lot: she's 17 or 18, a student, works evenings at a restaurant, recycles cans and bottles for cash, and tries to keep her mother Ruthie from returning to streetwalking in Tel...                See full summary »",14285796
Let It Be Morning,(2004),"Comedy, Crime, Drama",Simple people struggle through extraordinary circumstances. Sometimes the only answer to any problem is 'The world is funny so we have to laugh.',14775586
Or (My Treasure),(2012),Comedy,"A police captain needs to balance between protecting the last remaining witness in a trial, and his rapidly disintegrating love life.",0388311
The World Is Funny,(2001),"Adventure, Biography, Drama",A thief is released from prison and with the help of his friend he tries to avenge the policeman who caught him.,2104908
Mars Turkey,(1977),Drama,"In the midst of a war between Venice and Genoa, Marco Polo, a citizen of Venice, is imprisoned by the inquisition and is charged with heresy.The Genoans, whose real interest is seizing ...                See full summary »",0278554
Gonev Miganav Patoor,(1996),Drama,"After spending eight years in the farthest reaches of South America, 30-year-old Herzl returns home to Israel. With no ambitions or prospects for the future, he finds a job hanging posters ...                See full summary »",0239015
Marco Polo: The Missing Chapter,(2011),"Drama, Music, Romance","Newly discharged from the Israeli Army, Ra'ed, a Bedouin from an unrecognized village in the Negev desert, is determined to save his family's failing herd of sheep, about to be sold. He ...                See full summary »",0116987
Never Too Late,(1984),"Comedy, Romance",Add a Plot,1774428
Kasach,(2011),Fantasy,"Vicky (Angelica Vale) travels to Israel dressed as a nun to find her estranged husband, who is an illegal salsa dancing teacher in Tel Aviv. On her way there she meets Yoni (Angel Bonanni),...                See full summary »",0151189
Salsa Tel Aviv,,Drama,Add a Plot,1965061
Fortuneteller,(1997),Musical,"No Names on the Doors is set a modern kibbutz, where social transformation can no longer be kept at bay. Spectres of Arab invasion lurk in the background; financial pressures and the ...                See full summary »",9572246
No Names on the Doors,(2013),"Comedy, Romance","Experience the pain of Egyptian slavery through the eyes of Moses' mother as she sets down her baby in to the Nile, the loyalty of Ruth as she pledges herself to Naomi and her God, and the ...                See full summary »",0135408
The Covenant,(2017),Drama,"Dan Freilich (30), a handsome and dozy nerd, was sure that his life were all planned out for the next 50 years. pretty soon he was also supposed to get married, to his high school sweetheart. That's all you need, isn't it? Apparently not.",3296724
And Then She Arrived,(2011),Drama,"A love story between Rahma, her husband Robert, and the ghost of Rahma's beautiful sister Mary. Mary died from the pain of banishment, because she chose an Arab.",7196880
My Lovely Sister,(2007),"Drama, History, War","A successful lawyer (Ashkenazi), who has traumatic memories from his army service, is testifying against his best friend from his unit. His wife, a social-worker (Zorer), is trying to save a poor family named Siton (Garti and Adika). The couple's life collapses when the wife get raped by a gang (lead by Abutbul).",1980315
Wild Dogs,(2019),Drama,"The testament of a former concentration camp prisoner confronts and turns the lives of two young people from different worlds around, shedding light on the tragic history of their family.",0791140
Kaddish,(1989),Drama,"This is a story of a relationship between three men: Amin, a Palestinian nationalist; Joseph, an Israeli peacenik; and Colonel Shalit, a right-wing Israeli intelligence officer.",9643286
Streets of Yesterday,(2008),Comedy,Add a Plot,0144577
Bruriah,(1978),"Action, Drama, Crime","Amitz Dolniker, an Israeli politician who speaks way to much has a heart attack in the middle of his speech. In the ambulance on the way to the hospital the doctor orders him to ""go ...                See full summary »",5701256
The Fox in the Chicken Coop,(2006),Drama,Add a Plot,0078261
The Belly Dancer,(2016),"Adventure, Drama, Thriller",Past Life tracks the daring late 1970s odyssey of two sisters - an introverted classical musician and a rambunctious scandal sheet journalist - as they unravel a shocking wartime mystery that has cast a dark shadow on their entire lives.,0370893
Past Life,(2012),Thriller,"Beirut, 1982: a young Palestinian refugee helps an Israeli fighter pilot escape from PLO captivity because he wants to visit his ancestral family home. En route through war-torn Lebanon their relationship develops into a close bond.",5787384
Zaytoun,(2019),Drama,"Details the year leading to the assassination of Israel's Prime Minister, Yitzhak Rabin (1922-1995), from the point of view of the assassin.",2131698
Incitement,(2016),Drama,"Alex, a young woman aged 18, lives with her mother in Arad, a small town in the middle of the desert near the Dead Sea. One day her mother disappears without a word of explanation. ...                See full summary »",10122392
The Burglar,(1999),Drama,"Two sisters become victims of the patriarchal, ultra-orthodox society.",5492734
Kadosh,(1992),Drama,"The story of a young man, Romándy, a famous stage actor, who is notified of the death of his father, Raphael an archaeologist whom he has never seen. In Israel where his father is buried, ...                See full summary »",0189630
The Long Shadow,(2003),Comedy,"A group of people live like a closed tribe on the same block. The most exciting happening there is the operation they're plotting, step by step, for stealing cargoes of diamonds from the airplanes.",0104754
Gift from Above,(1985),Drama,"It's hi-jinks on the high seas when Benji, Bobby and Huey set sail on the cruise of a lifetime. While his friends walk the plank of mischievous mayhem, it is Benji who goes overboard for the Captain's daughter.",0339366
Up Your Anchor,(2022),Comedy,"Tom, a high school senior who is required by his father to find a new residence within 2 weeks, finds himself in a demanding relationship with a fashion photographer who is older than him, ...                See full summary »",0089473
Like Me,(2021),"Drama, War",Shuli and his friends go on an adventure. They discover new ability's they each have.,19188852
Saving Shuli,(2000),"Action, Adventure, War","When the Yom Kippur War breaks out, two Israeli soldiers find themselves unable to locate their unit. Eager to take part in the war effort, they join an airborne medical evacuation unit.",12839480
Kippur,(1977),Drama,"Palestinian guerrillas, Israeli commandos and an American colonel fight to keep a nuclear warhead mistakenly dropped in the Jordanian desert by a U.S. Air Force nuclear bomber.",0218379
Warhead,(2011),Drama,A member of an Israeli anti-terrorist unit clashes with a group of young radicals.,0072389
Policeman,(1992),Drama,"The film takes place in Tel Aviv, much of it in a fictitious local pub called Barbie, a satirical nickname for a famous Israeli mental health institution. The pub's name hints at the ...                See full summary »",1978447
Life According to Agfa,(2002),Drama,"Daphne and her four children try to cope with the abrupt death of husband/father. As the family seems to fall apart, a sudden incident gives them a chance to heal their 'broken wings'.",0103945
Broken Wings,(2018),Comedy,"In Kiryat Yam, small town on the north coast of Israel, everything seems to have stopped. Lana, a rebellious teenager, vowed to fight against resignation and immobilism. She couldn't ...                See full summary »",0317842
Virgins,(2012),"Drama, History","A woman who can't stand being alone, but also can't stand living with a man.",7176472
Single Plus,(2006),"Drama, War","A tale of friendship between two men, one Jewish and the other Arab, as the country of Israel is being created.",2164804
O Jerusalem,(1986),Drama,"June 11th 1967, the Six-Day War is over and the cease fire has just begun. We follow the journey of Gassan and Haled, two Egyptian soldiers whose only wish is to make their way through the ...                See full summary »",0443448
Avanti popolo,,"Drama, Musical",A magician/puppeteer tries to make life more bearable for a young refugee girl displaced by World War II.,0090677
The War Has Ended,(1992),"Comedy, Drama",Add a Plot,9351158
A Bit of Luck,(1971),"Comedy, Fantasy","Fifty Fifty is a comedy that takes place in Tel Aviv during the early 70's. Grossman is a bakery owner who wins the lottery, however, he holds only half of the winning ticket. The other ...                See full summary »",0143941
Fifty Fifty,(2003),Drama,Sima Vaknin wants to expand her home but one of her neighbors resists. She curses him and the curse comes true. Following this incident she starts a business for curses and blessings.,0133856
Sima Vaknin Witch,(2003),Drama,"In a Jewish Orthodox village in Israel, Tamar, a twelve-year-old girl, prepares for her Bat-Mitzvah (confirmation), which will take place on Passover. Becoming convinced that she is impure,...                See full summary »",0330889
Shiur Moledet: Avdei Hashem,(1987),Drama,"Paltiel Kossover leaves his home country Russia because of the Jewish persecutions. From Berlin to Paris, he will discover politics, poetry, love before coming back to his native land.",0375058
Le testament d'un poète juif assassiné,(1982),Drama,Add a Plot,0096249
Repeat Dive,(2015),"Comedy, Drama, Romance","Muhammad, a rejected boy from the fringe of society, floats through the streets of a filthy city, exposed and desolated, until he meets Gurevich; a lone rover who rides his motorcycle into ...                See full summary »",0133290
Why Hast Thou Forsaken Me,(2010),"Horror, Thriller","The film follows Ben, who is traveling from Israel to New York to marry his girlfriend but misses his connection in Prague. There he meets Emma, an attractive free spirited girl. During the...                See full summary »",4991396
"Je T'aime, I Love You Terminal",(2018),Drama,"Cursed by a Bedouin woman, three young soldiers on a training exercise in the desert slowly descend into madness and turn on each other as the unforgiving landscape plays tricks with their minds.",1844692
The Damned,(2019),Drama,"82 min. Feature Film produced with the support of The Rabinovich Foundation for Arts - Cinema Project Written, directed and produced by Oren Ben Simon - Patshegen Productions Tel Aviv ...                See full summary »",9110566
Moris,(1998),Comedy,An East L.A working stiff is bullied by his wife to run for a City Council position against a well-organized recognized political figure.,8269128
Race,(2008),Drama,"A young Israeli freshly returned from India who is madly in love with a Russian prostitute, decides to kidnap her from her Georgian pimp and in order to do so, he borrows a gun and steals a...                See full summary »",0127020
Jerusalem Syndrome,(1960),Comedy,"King Saul of Israel is jealous of the fame and adoration of David, who long ago slew Goliath and brought victory to Saul's armies. Now Saul, egged on by his Edomite counselor Doeg, attempts...                See full summary »",0929285
Moishe Air-Condition,(1966),"Comedy, Fantasy, Horror","Moishe Ventilator (played by Jacob Bodo), is a soldier who advocates saving in every situation - causing him to be thrown out of a position for a position in the military. His compulsive ...                See full summary »",0060710
A Story of David: The Hunted,(2011),"Comedy, Crime, Drama",Two teenagers and a cat try to enjoy a quiet afternoon by a peaceful looking lake in Tel Aviv.,0054342
Cats on a Pedal Boat,(2019),"Comedy, Drama",The Composer - a dark Parody about a kidnap that goes wrong.,1855153
The Composer,(2007),Drama,"Arriving in France from Israel in 1968, the Maimons join scores of other Algerian and Tunisian Jewish families in Paris' burgeoning Belleville district. Good-hearted Felix (Gad Elmaleh) ...                See full summary »",5933040
Father's Footsteps,(2006),Comedy,"The movie tells the story of Imri, who at 19 goes to live in Tel- Aviv, but dreams of moving to Japan. Through his relationships and encounters and in diverse cinematic tools, we are ...                See full summary »",0991272
The Galilee Eskimos,(2007),"Comedy, Drama, Romance",Gote and Eli are two aging friends who don't want to age. Gote is a lifeguard who's fighting peepers on the Tel-Aviv beach. Eli is a guitar player who dreams of building a night club in Altman's restaurant.,0910890
