Title,Year,Genre,Synopsis,IMDb id
BlockBuster,NA,Comedy,"Mickey Shwartz (Assaf Ehrenreich), an ex-soccer player for ""Ha'poel Haifa"", who abandoned a promising career after injuring his meniscus ,he is working as a pen salesman for ""Katz & Sons""- ...                See full summary »",2795530
Love Without Pity Is Cruel,NA,"Drama, Romance",Add a Plot,0133370
Mehakim Le Surkin,NA,"Comedy, Drama","Kibbutz theater director dreams of being invited by his friend, a famous actor to direct in National Theater. But unfortunately the actor who visits him at the Kibbutz doesn't like his show...                See full summary »",2729778
Peach,NA,"Comedy, Drama",Add a Plot,0373668
Pareil pas pareil,NA,Drama,Add a Plot,0303683
What Now?,NA,Comedy,Add a Plot,0162730
Highway 65,NA,Drama,"Far from Tel Aviv and big city crimes, Daphna, 40, a promising police officer with a big mouth, finds herself in the small town of Afula dealing with petty crimes, seeking shade from the ...                See full summary »",7176064
Birds in Neutral,NA,"Comedy, Romance",Add a Plot,0118005
A Five Minute Walk,NA,"Crime, Drama",Add a Plot,0482218
The Artist Does Not Live by Bread Alone,NA,NA,Add a Plot,0165092
The Dead Sea,NA,Horror,A throwback to the horror movies of the 70s and 80s.,6285902
My little family,NA,Drama,Add a Plot,16900488
Astonished Lives,NA,Drama,A heartfelt story about loss and the challenge of continuing on in a new/old land.,11157630
Diva Senza Tempo,NA,"Fantasy, Music",Add a Plot,11730224
Wake Up Dreaming,NA,"Adventure, Fantasy",Add a Plot,15338222
A Group Portrait with a Woman,NA,Drama,"The true story of an Israeli Jewish woman who left the country after being forced, by tragic circumstances, to give her only daughter up for adoption, her child from a Muslim-Bedouin man. ...                See full summary »",0374283
The Viewing Booth,NA,NA,"Provocative in its cinematic simplicity, a recounting of an encounter between a filmmaker and a viewer, exploring the way meaning is attributed to non-fiction images in today's day and age.",11405338
Monologue of a Young Woman,NA,Drama,Add a Plot,1852845
Winning with Miki,NA,Drama,Add a Plot,1215473
Dual Entity,NA,Family,"A special friendship is woven between Iddo, a child who lost his mother in a car accident, and Freddy, an abused street dog. This friendship will lead Iddo to overcome his fears, and Freddy to trust humans again.",0147267
My Best Friend,NA,Drama,"Macky is a fifty years old writer and university profesor. Married with children, he's having an affair with a 30 years-old mother Ayala. He spends his days and nights haunted by his ...                See full summary »",12702436
Life Is Life,NA,Comedy,Add a Plot,0382072
Kvalim,NA,"Action, Comedy","After an American tech-billionaire is kidnapped in Israel, the Mossad rushes to save him while the CIA send their best agent to help out.",0104654
Lena,NA,"Comedy, Drama, Romance","""The Bubble"" is the story of a group of young people who live in Tel Aviv, Israel. The movie follows the group's difficulties of living in Israel's reality. Their routine breaks when a young Palestinian man enters their lives.",0081042
Mossad,NA,Drama,"After a lukewarm marriage of over twenty years, a woman appeals to her husband's compassion to obtain the desirable divorce document in front of a court, which proves to be more challenging than she would expect.",10370402
The Bubble,NA,"Drama, Family",Add a Plot,0476643
Gett,NA,NA,Add a Plot,3062880
Foundation of Mind,NA,"Drama, Romance","Three friends meet in New York more than 20 years after a crucial event that led to their dispersion. The three reassess their past, and by so doing, they also have a chance at changing their future.",12784436
Turbulence,NA,"Adventure, Comedy, Drama","Driven to desperate circumstances, two friends turned unlikely criminals, and find themselves on a cross-country road trip with the elderly woman they've attempted to rob.",2407082
Grand Finale,NA,"Crime, Drama","Four teenage boys find themselves incarcerated in an institution for juvenile delinquents that functions as a prison in every respect. Their stories, with tragic endings for three of the four, are interwoven in the film.",12702168
Ingil,NA,"Comedy, Fantasy","Our life is an amalgamation of reality and imagination, therefore a film about life must contain the two elements, but how does one do this? Director Mamdooh Afdile's answer to this ...                See full summary »",0290221
Jean Wejnoon,NA,Comedy,BlackSmile Challenging Himself To Create A 49 Minutes Movie Full Of YouTube Content,2281303
49KG of Content,NA,Comedy,Add a Plot,18271104
Herod Islands,NA,Drama,Add a Plot,8413700
Free Man's Blood or the Sykariki,NA,Drama,The story of a young soldier in the Israeli army who forced to evicting his own people from their homes and land and fighting for his deepest beliefs while risking to lose it all.,0406787
The Glow of Heavens,NA,Horror,Add a Plot,2931934
Outcry,NA,Drama,"The story of a woman trying to free her husband from a Russian prison camp. She lives in Israel, organizes strikes, and gains public and press support. But her public life begins to clash ...                See full summary »",9354814
Untitled Dekel Berenson Project,NA,NA,"Follow the story of an 18 year old Ukrainian immigrant who, after discovering her Jewish heritage, moves to Israel and joins the army as a drill instructor.",13974954
The Flying Camel,NA,Comedy,"A Jewish professor, an Arab trash collector, and a novice Catholic nun encounter each other in a junk yard. Together the threesome decide to rebuild a statue of a flying camel that was the ...                See full summary »",0109867
Cartas para Jenny,NA,"Drama, Romance",Add a Plot,1212072
Princess,NA,Drama,"While her mother is away from home, 12-year-old Adar's role-playing games with her stepfather move into dangerous territory. Seeking an escape, Adar finds Alan-an ethereal boy who joins her on a dark journey between reality and fantasy.",1603900
Promised Land,NA,"Drama, Thriller","""Promised Land"" tells the story of a group of young unwitting Estonian girls smuggled through Egypt to be auctioned off as prostitutes in Israel, and of their initiation into this trade of ...                See full summary »",0424365
Spring 1941,NA,"Drama, War","Successful doctor Artur Planck, his wife Clara and their two daughters are seeking shelter from the Nazis storming Poland. A violent love triangle ensues between Arthur, Clara and Emelia, the woman they are taking shelter with.",1252616
Operation Thunderbolt,NA,"Action, Drama, History","In July 1976, an Air France flight from Tel-Aviv to Paris via Athens was hijacked and forced to land in Entebbe, Uganda. The Jewish passengers were separated and held hostage in demand to ...                See full summary »",0076398
Night Terrors,NA,"Drama, Thriller",'The Stolen Wish' is a mesmerizing thriller based on real events - a horrific suicide bombing that took dozens of young lives and forced the author to look differently upon fate - it's the ...                See full summary »,0108350
Ukradennoe zhelanie,NA,NA,Add a Plot,2973052
The Glorious Silver Hanukah Menorah,NA,Drama,"Based on the TV series ""Ha-Mone Dofek"" (""Night Fare""). Danny lives in a one bedroom apartment in Shabazi, a run down neighborhood crumbling over the heads of its inhabitants - dirt poor day...                See full summary »",0145795
Shabazi,NA,Comedy,Add a Plot,0143869
"Lady, Open Up, It's Me",NA,Comedy,Add a Plot,0148210
The marked ones 2020,NA,"Drama, Romance","""All of those romantic movies are always in foreign cities. It's always Tokyo, Paris, Rome, New York. It's easier over there. The hardest thing is being romantic in your own city. Your city...                See full summary »",14097392
Alenbi Romance,NA,"Drama, Romance",Add a Plot,0808145
Street 60,NA,"Drama, Mystery","Psychological (Art Film) incorporating both video art and performance-based works produced via a global collaboration and filmed and co-produced in Mexico, USA, Iran, Portugal, Germany, ...                See full summary »",5524664
Tea in a Thunder Cup,NA,Horror,A woman visiting her father in Egypt becomes involved with Marquis De Sade's descendant and his terrifying cult.,2571032
Demon,NA,"Comedy, Drama, Fantasy","A bridegroom is possessed by an unquiet spirit in the midst of his own wedding celebration, in this clever take on the Jewish legend of the dybbuk.",4935158
Between Worlds,NA,Drama,"Bina (46), a religious woman from Jerusalem, arrives panic-stricken at the hospital after her son Oliel (25) was severely injured in a stabbing attack. This is the first time she sees him ...                See full summary »",5762836
Kiss Me Before It Blows Up,NA,"Comedy, Romance","A subversive love story between clashing cultures and families, KISS ME BEFORE IT BLOWS UP is a romantic misadventure crossing all borders. When two generations of Israeli women fall for a German woman and an Palestinian man, chaos follows. What happens with lovers who don't fit but do belong together?",7698982
Menashe,NA,Drama,"Within Brooklyn's ultra-orthodox Jewish community, a widower battles for custody of his son. A tender drama performed entirely in Yiddish, the film intimately explores the nature of faith and the price of parenthood.",6333086
Yossi,NA,"Drama, Romance","This sequel to ""Yossi and Jagger"" finds Dr. Yossi Gutmann reminiscing about his love ten years after his death. When he encounters a group of young soldiers, one of them, Tom, reignites his romantic feelings.",1934269
The Raft,NA,"Adventure, Drama","Three Israeli teens decide to build a raft and sail to the championship final in Cyprus. During their journey, their friendship will be put to the test as they will get a taste of first ...                See full summary »",12210288
Baby Love,NA,"Comedy, Drama, Romance","Benny falls in love with his best friend's little sister. They hide it from her brother, who is trying to protect her.",0086926
