Title,Year,Genre,Synopsis,IMDb id
The Embryo Who Came in from the Cold,2020,"Animation, Adventure, Comedy",5 IVF embryos embark on a journey to find their mother.,2006291
Children of Rage,1975,Drama,Young Palestinian ends up in a hospital after the bomb he set to explode during a party for the Israelis explodes before he leaves. Sympathetic physician tries to convince him to give up on his destructive ways while he still can.,0072778
"Aviva, My Love",2006,Drama,"Aviva, a hard-working hotel cook in the northern Israeli town of Tiberias, is on the brink of finally fulfilling her lifelong dream. For years she kept her remarkable writing abilities ...                See full summary »",0833422
The 90 Minute War,2016,"Comedy, Drama, Sport","The Israeli-Palestinian conflict has lasted 100 years. 100 years of war, bloodshed, bitterness, suffering. 100 years of stalemate, intransigence and failed peace deals. And now, it's all ...                See full summary »",4967126
And Then She Arrived,2017,"Comedy, Romance","Dan Freilich (30), a handsome and dozy nerd, was sure that his life were all planned out for the next 50 years. pretty soon he was also supposed to get married, to his high school sweetheart. That's all you need, isn't it? Apparently not.",7196880
My Lovely Sister,2011,Drama,"A love story between Rahma, her husband Robert, and the ghost of Rahma's beautiful sister Mary. Mary died from the pain of banishment, because she chose an Arab.",1980315
Wild Dogs,2007,Drama,"A successful lawyer (Ashkenazi), who has traumatic memories from his army service, is testifying against his best friend from his unit. His wife, a social-worker (Zorer), is trying to save a poor family named Siton (Garti and Adika). The couple's life collapses when the wife get raped by a gang (lead by Abutbul).",0791140
Kaddish,2019,"Drama, History, War","The testament of a former concentration camp prisoner confronts and turns the lives of two young people from different worlds around, shedding light on the tragic history of their family.",9643286
Five Days in Sinai,1968,"Action, Drama, War","Eight Israeli soldiers are sent on a mission to take control of an enemy missile base, but face a deadly counterattack.",0133838
Yana's Friends,1999,"Comedy, Drama, Romance",Three parallel strories of immigrants in Tel Aviv during the Gulf War and about coming together while sealed in a room during the Scud attacks.,0162909
The Wild Bunch,,Animation,A group of genetically modified crops battle against a field of wildflowers.,1021002
Pinups und ein heißer Typ,1981,Comedy,"The rise of a four-headed girl-pop group and their adventures with a one-track-mind Casanova, who works as their composer and manager.",0082908
Death of a Poetess,2017,Drama,"A delicate, poetic cinematic work, consisting of two parallel axes. Lenny Sadeh is a Tel Aviv based scholar who passes through the last day of her life. Yasmin Nasser, an Arab nurse who ...                See full summary »",7067390
Mira Flores,,Drama,"Based on an incredible true story - Zora, a young American woman is wrongfully imprisoned for attempting to smuggle 10 kilos of Cocaine out of Bolivia, where she is incarcerated in one of ...                See full summary »",7450390
My Dearest Enemy,2019,Drama,"My Dearest Enemy tells the story of a friendship between two women, Alice, an Israeli Arab professor and Maya, a Jewish artist, who met at age 14 in Jerusalem. The film spans over 25 years ...                See full summary »",8964196
Operation Sunflower,2014,"Drama, History","Through the eyes of the scientist in charge of the operation, we see the events leading to Israel developing her nuclear option in the 1960's.",2964144
Fortuna,1966,Drama,"The tragic story of a girl who has been promised to a wealthy aristocrat at the age of four. Horrified by her prospective husband, she runs away with her lover, but she is pursued by her father and brothers.",0060423
Podarok Stalinu,2008,Drama,"A Jewish child deported to Kazakhstan is saved and adopted by Kasym, an old Kazakh railway-man. Kasym gives him a Kazakh name, Sabyr, that in Kazakh language means humble. The child grows ...                See full summary »",1305027
The Fifth Heaven,2011,"Drama, History","Maya, a beautiful, 13, arrives to an orphanage towards the end of World War II. She discovers who her true father is and has a forbidden relationships with an orphanage worker.",2072055
Maftir,2008,Crime,"Two weeks before Elio is released from prison, he finds out that his brother Meir was killed in a gang fight on the streets of South Tel Aviv. He now has two things that he wants to do. The...                See full summary »",1337657
The Cousin,2017,Drama,A comedy about a family man and his foreign worker who is facing unbased accusations.,7157668
Making Of,2022,Drama,NA,15675222
Take Mama,2011,Drama,NA,2362082
The Italians Are Coming,1996,"Drama, Romance, Sport","An Italian water-polo team arrives at Givat Hashlosha Kibbutz for training camp. Amos, the Kibbutz team coach, is an impressive, talented and charming man, undergoing his mid -life crisis. ...                See full summary »",0116663
The Quarry,1990,Drama,NA,0100093
The Israeli Boys,2020,Drama,"Secrets, lies, surprises and more are explored in this rich selection of gay short films from Israel.",11680668
Shake Your Cares Away,2021,Drama,A young Israeli woman from a wealthy family volunteers at a soup kitchen in Tel Aviv.,5851558
The Sell-Out,1976,"Action, Drama, Thriller","While vacationing in Lebanon, a former secret agent finds he has been marked for assassination.",0075188
All My Life,2008,"Drama, Romance","For Rami, all is for the best in this best of all possible worlds, as long as he keeps to himself. But when his longtime lover leaves him to marry a woman and his best friends drift away, ...                See full summary »",1334617
Seven Days,2013,Drama,"Sigalit and Noga, diametrically opposed sisters, are forcefully reunited for their mother's SHIVA in the house Sigalit has never left and Noga never wished to return to. The sisters wish to...                See full summary »",3145552
The Emperor's New Clothes,1987,"Comedy, Family, Musical","In Europe several several centuries ago, a group of prisoners about to be executed are freed as part of the celebration of the upcoming marriage of the emperor's daughter, Princess Gilda, ...                See full summary »",0142260
Surrogate,2008,Drama,"Eli is a 32 year old man who has problems with relationships with women. Hagar is a surrogate, an alternative partner for practical, sexual therapy. They meet once a week and practice a ...                See full summary »",1407081
Killing Streets,1991,"Action, Adventure","When his twin brother is reported killed in a Beirut car explosion, a man turns the war-torn city upside-down in search of the truth.",0102213
Love Trilogy: Reborn,2019,Drama,"Avigail had a baby too young and has been raising her alone. Now the teenage daughter is exploding with anger and defiance. When Avigail is remarried, the daughter doesn't accept the new ...                See full summary »",8214962
Beaufort,2007,"Action, Drama, War",The story of a group of Israeli soldiers stationed in an outpost prior to the withdrawal of forces of 2000.,0758732
The Magician of Lublin,1979,Drama,"Yasha is a Jewish stage magician who tours through eastern Europe while destroying his career through personal problems. He has one more chance at theatrical success, but he needs to do a brand new trick in a Warsaw theater.",0079504
That Lovely Girl,2014,Drama,"Moshe and Tami are a couple, Moshe is in his fifties and Tami is in her early twenties. They live together in a cruel and violent relationship, from which Tami seems unable to set herself free. Tami and Moshe are father and daughter.",3675236
Once We Were Dreamers,1987,Drama,A commune of young Jews from Europe establish a settlement in the Sinai Desert after World War I.,0094222
Ukradennoe zhelanie,2012,"Drama, Thriller",'The Stolen Wish' is a mesmerizing thriller based on real events - a horrific suicide bombing that took dozens of young lives and forced the author to look differently upon fate - it's the ...                See full summary »,2973052
The Glorious Silver Hanukah Menorah,1996,NA,NA,0145795
Ole LaRosh,2022,Comedy,NA,21158522
Paris Boutique,2022,Comedy,"Louise, a Jewish lawyer, arrives from Paris to finalize an important real estate deal, using Neta, a chance driver, the cunning hero from Mahane Yehuda, who immediately finds the economic ...                See full summary »",9871990
Flawless,2018,Drama,Three teenagers from Jerusalem sell their kidneys to pay for cosmetic surgery and prom dresses. As a secret uncovers they realize nothing is as it seems.,8653840
Alex Holeh Ahavah,1986,"Comedy, Drama, Romance",This romantic comedy takes place in Israel during the Austerity period of the 1950s as 13-year-old Alex is about to attend his Bar Mitzvah. Alex has a typical Polish mother and father who ...                See full summary »,0133351
Shabazi,1997,Drama,"Based on the TV series ""Ha-Mone Dofek"" (""Night Fare""). Danny lives in a one bedroom apartment in Shabazi, a run down neighborhood crumbling over the heads of its inhabitants - dirt poor day...                See full summary »",0143869
"Lady, Open Up, It's Me",1992,Comedy,NA,0148210
The marked ones 2020,2020,Comedy,NA,14097392
Olin: Documented Fairy Tale,1998,NA,Under the magnificent scenery of the beaches on the Sinai desert - a love story takes place between a female dolphin named Olin and a young deaf and dumb Bedouin fisherman named Abdalla. ...                See full summary »,0194208
HaSheker HaGadol,2012,Drama,"17-year- old ASHER has always been the impulsive troublemaker, from primary school, all through junior high and high school. It's hard for him to concentrate in class, and he is compelled ...                See full summary »",6638574
Scaffolding,2017,Drama,"Eight women, Arab and Jewish, take part in a video workshop hosted by Rona, young filmmaker. With each camera take, the group dynamic forces the women to challenge their beliefs as they get to know one other.",6253214
Cinema Sabaya,2021,Drama,"Witness and explore a whole range of emotions and desires in this series of stories about the lesbian experience. From rediscovering a lost parent in Israel, coming of age in rural ...                See full summary »",6443330
Upon Her Lips: Heartbeats,2021,Drama,A coming of age tale of the unlikely bond between a kindly British soldier and a spirited Jewish boy set against the backdrop of the birth of the State of Israel.,14956786
The Little Traitor,2007,Drama,Liat is a single mother now on her own after her husband was murdered because he owed money. She is using all her strength in her fight for survival.,0818170
Clay,(II,Drama,"Rachel, a newlywed orthodox Jewish woman, can't figure out why her husband is avoiding having sex with her. When she finds out he is homosexual, she will break every religious rule in order...                See full summary »",4365620
Uncle David,1970,NA,NA,0143963
Grutarally: The Return of 'Kid's Eating Trash',2018,"Comedy, Music",NA,10102826
Shell Shock,1988,Drama,Two shell-shocked veterans struggle to overcome their pain.,0095292
Negativ,2005,Drama,"A Palestinian-Israeli boy named Eyad is sent to a prestigious boarding school in Jerusalem, where he struggles with issues of language, culture, and identity.",6486824
A Borrowed Identity,2014,"Drama, War",A beautiful woman who survived a concentration camp goes to Israel in 1948 to track down her Nazi husband who had betrayed her.,2841572
Judith,1966,"Drama, Romance","Daphne's life is peaceful. She has solid marriage with a successful lawyer, two charming children and a nice local bookshop. Recently her father passed away and left her a good deal of ...                See full summary »",0060568
Temptation,2002,Drama,NA,0392613
The Other Story,2018,NA,NA,8510206
The Badchan,,Drama,Based on a novel by Dan Tzelkah.,9123406
Gloves,1986,Drama,NA,0093097
Getting Lost,(I,"Crime, Drama, Thriller",Three teenage murderers escape to a secluded ruin where they must deal with the huge gap between the ideological romance that had planned the act and the dark reality which suddenly engulfs them.,13644054
Ruin,2009,"Drama, War",NA,1404096
Pillar of Fire,1959,Comedy,An unlikely citizen becomes prime minister of Israel and changes it's future.,0133365
"No, Prime Minister",,Drama,"Two rebellious young women - one fleeing the chaos of secular hedonism for the disciplined comforts of faith; the other desperate to transcend her oppressive religious cross paths unexpectedly in Jerusalem, to startling consequences.",2025631
The Jerusalem File,1972,"Action, Drama, Thriller","An American student starts working with his Arab colleague while putting all politics aside. However, is his colleague just a regular Joe? Set around the time of Arab-Israeli Six Day War.",0068763
Upon Her Lips: Butterflies,2022,Drama,"That feeling of apprehension, of doubt - the sensation of butterflies before taking the plunge. Five women and the objects of their affection face up to their futures in these thoroughly modern tales of lesbian love.",20114364
Red Cow,2018,Drama,"Red Cow is a coming-of-age film that takes place in the days leading up to the assassination of Rabin and depicts the life of Benny, 16, orphaned from mother at birth and the only child of ...                See full summary »",7769310
Wrong Number,1979,"Comedy, Drama",A businessman and his partner are followed by his wife and her friend as they escape to a health resort.,0152833
In the Name of Love,1994,Drama,"An entangled love story between five people: a daughter, a mother, two lovers and betrayed woman. Through their search for happiness, they encounter passion, lies and love in its purest ...                See full summary »",0133411
Moon Wolf,2005,Drama,"27-year-old Guy lives in an old bus in Ramat Hagolan, not far from the Moshav where he grew up. He raises a herd of cattle for beef together with his younger brother, Jerry. One night, ...                See full summary »",0459144
Motive to Murder,1966,Drama,NA,0137807
The Untitled Matan Shiram Project,,Drama,Impressions from moments of observation. Forgotten lies. Man and woman. Sometime in the winter,11101452
I Love You Rosa,1972,Drama,"The love of Nissim for his widowed sister-in-law, Rosa, in the Old City of Jerusalem at the turn of the century. Under a (very old) Jewish religious law, Nissim has the duty to marry his childless sister-in-law on the death of his brother.",0068213
Orange People,2013,Drama,"Grandma Zohara occupies a special role within the Moroccan community within Israel. By cradling an object brought to her by her clients, Grandma Zohara gains access to the family's past ...                See full summary »",2901396
Longing,2017,Drama,"A middle-aged Israeli bachelor is forced to evaluate his life choices when he discovers an ex-girlfriend had given birth to his son 20 years before, in this affecting drama from writer director Savi Gabizon.",5545984
Past Life,2016,Drama,Past Life tracks the daring late 1970s odyssey of two sisters - an introverted classical musician and a rambunctious scandal sheet journalist - as they unravel a shocking wartime mystery that has cast a dark shadow on their entire lives.,5787384
Love Chapter 2,2017,"Music, Romance",A look at the chaos and confusion of love featuring livewire choreography and a thrumming electronic score,12398004
Delayed Reaction,2004,Drama,NA,0426260
Scouting Patrol,1967,"Drama, War",NA,0138077
For Making me a Woman,2005,NA,NA,14853008
Zaytoun,2012,"Adventure, Drama, Thriller","Beirut, 1982: a young Palestinian refugee helps an Israeli fighter pilot escape from PLO captivity because he wants to visit his ancestral family home. En route through war-torn Lebanon their relationship develops into a close bond.",2131698
Incitement,2019,Thriller,"Details the year leading to the assassination of Israel's Prime Minister, Yitzhak Rabin (1922-1995), from the point of view of the assassin.",10122392
The Burglar,2016,Drama,"Alex, a young woman aged 18, lives with her mother in Arad, a small town in the middle of the desert near the Dead Sea. One day her mother disappears without a word of explanation. ...                See full summary »",5492734
Kadosh,1999,Drama,"Two sisters become victims of the patriarchal, ultra-orthodox society.",0189630
Lean neelam Moshe Ivgy,2012,"Comedy, Crime",NA,2504518
Last Moments,1990,NA,NA,0099985
Shattered Perfection,,"Action, Fantasy, Mystery",NA,14514500
A Married Couple,1983,Drama,"A Married Couple is a 1983 Israeli drama film directed by Yitzhak Yeshurun. The film was selected as the Israeli entry for the Best Foreign Language Film at the 56th Academy Awards, but was not accepted as a nominee.",0086645
Before Tomorrow,1969,Drama,"Composed of two short films. The first one ""Spring"" (26 minutes) is about a young couple falling in love. Almost dialogue free and shot in an experimental style. The second film ""Fall"" (46 ...                See full summary »",0141551
The Long Shadow,1992,Drama,"The story of a young man, Romándy, a famous stage actor, who is notified of the death of his father, Raphael an archaeologist whom he has never seen. In Israel where his father is buried, ...                See full summary »",0104754
Gift from Above,2003,Drama,"A group of people live like a closed tribe on the same block. The most exciting happening there is the operation they're plotting, step by step, for stealing cargoes of diamonds from the airplanes.",0339366
Up Your Anchor,1985,Comedy,"It's hi-jinks on the high seas when Benji, Bobby and Huey set sail on the cruise of a lifetime. While his friends walk the plank of mischievous mayhem, it is Benji who goes overboard for the Captain's daughter.",0089473
Like Me,2022,Drama,"Tom, a high school senior who is required by his father to find a new residence within 2 weeks, finds himself in a demanding relationship with a fashion photographer who is older than him, ...                See full summary »",19188852
But Where Is Daniel Wax?,1972,Drama,"10 years after he left Israel and ""played it big-time in America"", Benny Shpitz returns for a visit, self-exploring his youth, friends, dreams, beliefs and idol, Daniel Wax, who symbolized ...                See full summary »",0068890
An Evening Without Na'ama,1992,Drama,"Group of young people, gathered in a Tel Aviv pub to celebrate their friend Naama's birthday. While Naama is running late, conversations and interactions occur among the people seated at the pub.",0133738
Green Dreams,2013,NA,"First, take children with a football magic touch and dreams of the sport's world of glory. Then, mix them with adult committee-agents, coaches, family members - and get Green Dreams. A ...                See full summary »",13358848
Fariba's Tree,2011,Drama,"On his way to his special tree, Yigal meets an old friend who discovers how much he changed and how little she knew him.",3994150
We Had a Forest,2016,Drama,"Heading out to a stressful day at work, Mori, a devoted family man, is completely unaware of the tragic mistake he has just made. We Had a Forest touches on an unfathomable and horrifying human failing.",5844526
Saving Shuli,2021,Comedy,Shuli and his friends go on an adventure. They discover new ability's they each have.,12839480
Kippur,2000,"Drama, War","When the Yom Kippur War breaks out, two Israeli soldiers find themselves unable to locate their unit. Eager to take part in the war effort, they join an airborne medical evacuation unit.",0218379
Warhead,1977,"Action, Adventure, War","Palestinian guerrillas, Israeli commandos and an American colonel fight to keep a nuclear warhead mistakenly dropped in the Jordanian desert by a U.S. Air Force nuclear bomber.",0072389
Policeman,2011,Drama,A member of an Israeli anti-terrorist unit clashes with a group of young radicals.,1978447
Who Are You to Me?,2010,Drama,"An encounter between two people, both outsiders to the 'normal' society, forces them to take the painful path towards maturation.",1826755
Heart of Stone,2008,"Drama, Sci-Fi",NA,7479170
Gomrim Holchim,2012,Comedy,NA,9043228
World Group Quarter Finals: Israel vs. Russia (Davis Cup 2009),2009,Sport,NA,7370226
A Whole Generation Demands a Dream,1997,Drama,"The film takes place in Tel Aviv, much of it in a fictitious local pub called Barbie, a satirical nickname for a famous Israeli mental health institution. The pub's name hints at the ...                See full summary »",0165539
Life According to Agfa,1992,Drama,"Daphne and her four children try to cope with the abrupt death of husband/father. As the family seems to fall apart, a sudden incident gives them a chance to heal their 'broken wings'.",0103945
Broken Wings,2002,Drama,"In Kiryat Yam, small town on the north coast of Israel, everything seems to have stopped. Lana, a rebellious teenager, vowed to fight against resignation and immobilism. She couldn't ...                See full summary »",0317842
Virgins,2018,Comedy,"A woman who can't stand being alone, but also can't stand living with a man.",7176472
Single Plus,2012,NA,NA,2164804
Desert's Edge,,Drama,"To pay off a debt, two friends venture to the desert to pick up a package.",4623842
Haya O Lo Haya,2003,"Drama, Romance",NA,0330375
The Golgothan Terror Plot,2009,Drama,Three filmmakers document the lives of Jews and Arabs in Jerusalem's Old City. Three days into filming Dani Dagan Israeli Journalist disappears and is never heard of since.,1518303
Different Sky,2006,"Drama, Romance","Love story of a young couple, Amad and Isabella. Amad (25), a Palestinian from Nablus (a city under the control of the Palestinian Authority), and Isabella (25), a Brazilian illegal foreign...                See full summary »",7217158
Karaoke with Frank S.,2013,"Drama, History","A tale of friendship between two men, one Jewish and the other Arab, as the country of Israel is being created.",6059736
O Jerusalem,2006,"Drama, War","June 11th 1967, the Six-Day War is over and the cease fire has just begun. We follow the journey of Gassan and Haled, two Egyptian soldiers whose only wish is to make their way through the ...                See full summary »",0443448
Avanti popolo,1986,Drama,A magician/puppeteer tries to make life more bearable for a young refugee girl displaced by World War II.,0090677
The War Has Ended,,Crime,A Couple goes on a Romantic Vacation. On their way they pick up an old friend of the wife. The husband doesn't know about the history between the two but start to be suspicious. Slowly he ...                See full summary »,9351158
Women in the Other Room,1967,Drama,NA,0062501
Bloodguilt,1997,Thriller,"Jake and Rachel are young, beautiful and married. Rachel comes from a wealthy family and Jake has a promising athletic career. When Rachel becomes pregnant, her foster sister, Leah, comes ...                See full summary »",0166238
Windows,2014,Drama,"The movie Windows is constructed from a series of short stories about love. Different couples of around 50 years of age, a different couple each time, stand by a window in a room, ...                See full summary »",3742588
Nuzhat al-Fuad,2006,Drama,NA,0803883
Sof Shavua be-Galil,2007,Drama,"Autumn 1996. Avner, a highly-regarded Professor of Arts and his young wife, Ilana, come to visit the family farm run by Rachel and Shouki, (his children from a first marriage) and Menahem (...                See full summary »",2539474
Love in the First Degree,1997,"Crime, Drama",NA,0236454
The Distance,1994,Drama,A 35-year-old architect returns from America to his native home in Israel to visit his ageing parents. He watches as a young Russian woman fills the void he has left in his parents' life.,0110495
Drugged Out Sexed Up,2018,"Comedy, Crime, Musical","A Tarantino wannabe dude wants to make a movie, but get mixed up with A new drug of choice and the wrong kind of chick",3289324
Time for Cherries,1990,"Drama, War","Muki, a reserve soldier serving in Lebanon just before the IDF's retreat,is trying to document his soon to come death.",0103089
Fantasy on a Romantic Theme,1977,Drama,NA,0133757
Magical Mystery Tour,1998,Thriller,NA,0163728
Longing,1998,Drama,"Michal, Oded and their daughter Shir appear to be an average young secular Tel Aviv family. Oded, a musician, is about to depart for a six month concert tour of the United States. Rather ...                See full summary »",0204451
Mark of the Serpent,,"Drama, Fantasy",Raziel - a young legend-obsessed man on a journey of self-discovery - must overcome torment and tyranny in order to survive in a world ruled by a mysterious Lord of a tower that permits oppression upon his people.,6167788
Hamesh Ma'ot Elef Shahor,1977,"Comedy, Drama",NA,0133837
Maya,2010,Drama,This sensitive Israeli drama from director Michael Bat-Adam pays homage to the acting process. Maya (Liron Ben-Shlush) is a struggling theater actress who scores a part playing a girl who ...                See full synopsis »,1922662
Hasamba & the Black Handkerchief Gang,1971,"Adventure, Drama, Family","A group of girls and boys set up a secret society called ""Hasamba""; their adventures take place, first during the British Mandate and the struggle for statehood of Israel, and then as they ...                See full summary »",0067187
Girls' Paradise Eilat,1964,"Comedy, Drama",NA,0137404
Expats,2018,Drama,"This is the story of a journey made by a young religious family: Yael, Yoni, and their three-year-old son Yiftach. Yoni, once a barely observant Jew, is now devoted to the passionately ...                See full summary »",9174920
Halakeh,2008,Drama,The story follows a truck which is brought into British occupied Palestine during the secret arrival of Jewish refugees and is later used during the war for Israel's independence and the combat against the Arabs.,1311654
Every Mile a Stone,1955,Drama,NA,0133744
Prisoners of Freedom,1968,"Action, Adventure, Drama","David 'The King of Israel' is called ""A man after God's own heart"".",0133382
Gods Heart,,Comedy,NA,6249754
Dogs Are Color Blind,1996,Romance,NA,0116786
Put K Slave,1997,Drama,"Amal, a strong Palestinian woman, has waited 12 years for her husband's release from Israeli prison. But now, that he's back, the joyous expectation is shaken, since Ibrahim carries with him an incomplete mourning that haunts the family.",4505300
The Doubt,,Drama,A young Israeli soldier suffers a personal crisis after being released from a psychiatric hospital and returns home to find that his wife has left him taking their son with her.,15554956
Stigma,1982,"Drama, Mystery, Thriller","Micky Avidan must help Amnon Pinto after he was arrested alongside many left wing protesters. She must obtain the legal aid of Carine Katz, who seems quite reluctant and suspicious.",0086365
Auxiliary Ego,2014,"Drama, Romance",NA,4158582
Nini,1962,Drama,"Faith only becomes an abomination when a man cannot think for himself. Yet, does a man who represents himself have a fool for a client?",0151763
Emunah,2021,Drama,NA,19047998
The Father,1975,Drama,Itzhak is an Ethiopian-Jewish boy who dreams of becoming the future Spike Lee of Israel. Generational clashes though incite a surprising chain of events.,0148324
Zrubavel,2008,Drama,NA,1758849
Guttman X5,2015,"Action, Comedy, Crime",NA,4634652
Town Down,2018,NA,NA,15331496
La piccola bibbia,1995,Drama,"A chapter in the life of two friends in Tel Aviv. This peeking into their homes begins when Shir, Noy's younger sister, comes to visit him from the Kibbutz, when he'd rather throw her onto ...                See full summary »",0267826
AirTime,2012,Drama,NA,2218814
A Thousand and One Wives,1989,"Drama, Romance",NA,0097269
In the 9th Month,2002,NA,NA,0311328
Bicycle,2001,"Drama, Mystery","In a remote, yet dazzling landscape, a temperamental hiker tormented by the past , has the perfect scheme set in place against his friend; until a mysterious stranger comes along with a plan of his own.",0373722
Sparks Fly Upward,2015,Drama,"The tranquility of a small Tel-Aviv family is shattered as Benjamin, a concentration camp survivor, is forced to choose between two figures from his past. A beautiful Berlin woman who ...                See full summary »",5243738
Tel Aviv-Berlin,1987,Adventure,NA,0145517
Israel Is Real,2007,"Action, Drama","Yu-Ya, a fighter in an elite unit, wants to marry. A problem arises in the rabbinate: his father is not registered on his identity card and therefore Yu-Ya cannot marry. With the help of ...                See full summary »",8258878
The Onkelos Case,2018,Drama,The head of the family's decision to go by foot to the grandfather's house on Friday night begins with a chain of events and revelations that will change the entire family forever.,12892286
Welcoming Sabbath,2014,Adventure,"Elijah, a young prophet sets out to save his nation of ancient Israel from the grips of the evil queen Jezebel.",2898912
The Prophet of Tishbe,,"Comedy, Drama","Tami is a dreamy girl who suffers from Schizophrenia. She passes from her real life into life in a film as an actress, and in the mean time the world around her changes.",9141454
Delusions,2004,"Drama, History","The eve of Independence Day. The police suspect Eli, a disabled army veteran, has hidden bombs around his house. His brother Arnon is brought to the scene to help and get him out of their ...                See full summary »",0461929
A Promised Land,2009,Drama,"Dusk presents several interlinked stories of Israeli reality, all occurring on the same day and all dealing with a crucial moment in the relationship between parents and children.",1622962
Dusk,2010,Comedy,NA,1467378
Avodah B'Eynaim,1988,Drama,NA,0133388
Driks' Brother,1994,NA,NA,0156491
Two Peas in a Pod,,Drama,NA,13868890
Out of Evil,1950,"Drama, War","Gideon was wounded in battle near Jerusalem by an Arab sniper. He was saved by a woman, and then evacuated to recovery in the hospital. After recovering, he decides to return to his kibbutz...                See full summary »",0151548
Ceasefire,1950,Drama,He's a native Israeli. She's a Russian immigrant. He's a taxi driver. She's a music teacher. He has no aspirations. She gave up hers long ago. He is afraid of flying and she is about to fly away. What are the odds they'll end up together?,0146784
Five Hours from Paris,2009,Drama,NA,1345469
Thin Ice,2012,Drama,"On April 9, 1948, a Jewish militia entered the Palestinian village of Deir Yassin and killed over 100 villagers. Soon after, a mental hospital was built on the ruins. The first patients to ...                See full summary »",7803976
Forgiveness,2006,Drama,"Zion, aged 14 and his brother Meir, 17, are facing a crisis in their relationship after a terrible accident. They keep the secret to themselves and it haunts them until, finally, Zion ...                See full summary »",0486580
Zion and His Brother,2009,Drama,"Three scenes in Udi's life, from his childhood to adolescence, all of which related to death.",1191140
It All Begins at Sea,2008,Drama,"In a small town in the North of Israel, three teenagers deal with violence at home and at school. Valley is a story of friendship, love and hate, where the desire to die, to kill and to live will seal the fate of the three heroes.",1284990
Valley,2014,Drama,NA,3824030
Liczba doskonala,2022,"Drama, War","An Israeli soldier is taken hostage by a small PLO squad in lebanon. The soldier planned to go on vacation and to fly to the world final soccer cup (mondial), he and his capturers share the...                See full summary »",16023794
Cup Final,1991,"Comedy, Sci-Fi",NA,0101959
Galis: Connect,2016,Drama,Based on a novel by David Grossman.,11802574
The Smile of the Lamb,1986,Drama,Between the years 1950-51 close to 130 thousand Jews left Iraq. The most ancient community in the world ceased to exist.,0091210
The Dove Flyer,2013,"Drama, Mystery, Thriller",A lonely young woman survives a suicide bombing and assumes the identity of one of its victims. As she moves into his apartment her grip on reality starts to crack.,2890140
Yamim Kfuim,2005,"Action, Comedy",A scrappy little guy and his friend are tossed off the kibbutz and find themselves among the dazzling glitter of Tel Aviv.,0756359
They Call Me Shmil,1973,Comedy,"Sason buys a restaurant, but the owner of a competing business steals his clients. To attract clients, Sason spreads a rumor that his wife is an available widower.",0062359
Lend Me Your Wife,1988,Drama,This is a story of fatherhood. Ovadia is the strongest and most violent doorman of Tel Aviv night clubs. He has no fear of anything and he never lost a fight . His biggest dream is to ...                See full summary »,0147586
Our Father,2016,Drama,Thirty-year-old Shlomit is married and the mother of a little girl leaves her home in Jerusalem out of personal distress and embarks on an unknown journey through the slums of south Tel ...                See full summary »,4466358
Woman Alive,2021,Drama,"Manny (35) is summoned by the police and shown photos of himself being watched by a girl he doesn't know. He goes looking for her, they get involved and he disappears. Or so it may seem. An...                See full summary »",15790446
No Blood,2018,Comedy,NA,7610418
We Will Be Strong in Our Weakness,2011,Drama,"This mockumentary shows the mourning events after the assassination of Slawomir Sierakowski, leader of fictitious Jewish Renaissance Movement in Poland.",1858593
What a Wonderful Place,2005,Drama,"Sergey works for Franko and is responsible for the girls, Franko pays him to watch the girls. Sergey does not treat them very well.",0468729
He Walked Through the Fields,1967,Drama,Based on the novel by Moshe Shamìr.,0139370
Is Tel Aviv Burning?,1967,"Drama, War",Four stories related to the Six-Day War.,0138099
Indian in the Sun,1981,Drama,"The story revolves around Laufer, an Israeli soldier from the wealthy suburbs of northern Tel Aviv, who is ordered to accompany another soldier, known only as ""the Indian"", to prison.",0148329
Purple Lawns,1998,Drama,"Yael and Shlomit, two secular, free-spirited women, share a flat in Tel-Aviv. Their high rent forces them to take in a third roommate, Malka, an enigmatic ultra-orthodox woman with a secret.",0162281
"Sie sind frei, Doktor Korczak",1974,Drama,NA,0070690
Everlasting Joy,1996,Drama,NA,0117263
"Az Men Git, Nemt Men",1982,"Comedy, Drama",NA,0142423
In the Line of Fire,2002,NA,NA,0382752
Angels in the Wind,1992,Drama,NA,0143588
Aunt Clara,1977,Drama,"Clara, a Polish born Jew, living in Tel Aviv of the 1970's, has her ideas about how people should behave, and runs everybody's life accordingly: her husband, her sisters, their husbands, ...                See full summary »",0075948
The Man Disappeared,,Drama,"An aging Israeli unemployed director, manages to maneuver his way into getting a job directing a stage show. For the leading role he casts a young male street performer.",5304150
Habiographia Shel Ben,2003,Comedy,"A story of a friendship that develops between Ben, a sensitive bookkeeper and Tamar, a down to earth married woman. Tamar, who is intrigued by Ben's unusual personality and zany humor, ...                See full summary »",0417734
The Mevorach Brothers,2000,Drama,NA,6748776
Awakening,2015,Drama,After the death of his son a man tries to learn how to live.,5025870
Bli Daf Hora'ot,1999,Drama,The adventures of three twentysomething female roomates in Tel-Aviv.,0204904
Wait for Me,(III,Drama,"The survival journey of Maya Elkayam, a stubborn teenager that sails on the family's boat in the Mediterranean Sea, in order to find and bring back her father home.",11839358
Stories of Rebbe Nachman,,Family,"For the very first time, a feature film based on the fable-like stories of the Hasidic Master, Rebbe Nachman of Breslov - a fun adventure for the whole family, set in a fanciful, ...                See full summary »",4562250
