Title,Year,Genre,Synopsis,IMDb id
Ze Lo Seret Studentim,1997,Drama,"Shaul and Rami are best friends, 40 years old. Both are in unhappy marriages, but Rami has found comfort in the arms of a Russian immigrant with whom he's having an affair.",0167507
A Brief History of Love,1996,Drama,NA,0135503
For the Sake of the Dog,1979,"Drama, Music",NA,0148863
Morning Star,1980,"Drama, Family","A group of children embrace an eccentric old man, and working together, build a ship on a rooftop.",0151236
Dreamboat,1964,"Comedy, Drama","While waiting to check into prison, lawyer Mickey Kohl attempts to finalize the details of a break in a case he lost. Based on the highly acclaimed play by Joshua Sobol, ""Mr. Kohl's Final ...                See full summary »",0058699
Mr. Kohl's Final Hour,2019,Musical,NA,7430972
The Megillah 83,1983,"Adventure, Comedy, Fantasy","Amit is your run of the mill geek, a computer programmer who leads a perfectly ordinary life with the exception of repeating nightmares. To cheer him up his best friend Maya convince him to...                See full summary »",0085923
The Last Shepherd,2015,"Biography, Drama",NA,3181962
Mivza Hazala,2005,NA,NA,0834567
Angesichts der Wälder,1996,NA,NA,0106282
Visions of the Holy Land,1996,"Drama, War","A month after the end of Yom Kippur war David faced with the absence of his childhood friend, a tank crew member who disappeared during the war.",0146343
InSight,2003,"Adventure, Comedy","At the age of 18, at his birthday party, Udi experienced the trauma of his life. His childhood sweetheart, Raphaela, leaves him and kisses his brother Lior who is a year younger than him ...                See full summary »",5586694
The Ring's Journey,2017,Drama,NA,12849978
Agadat Ha'ish Sheshatak,1998,Comedy,NA,0171468
Four Weddings and a Terrorist Attack,,Comedy,NA,13644038
Not a Word to Morgenstein,1963,Comedy,"Shimi Shimon is a guy in his 30'ths, a dreamer and a small underdog gambler that owes a lot of money to the neighborhood Mafia & main gambler . one day he decides to establish a soccer team for children to find the next rising star like ""Yossi Benayun"" and sell him to a big club, a course that will solve all of his problems.",0133340
Ha-Proyect Shel Piter Shmychel,2008,Drama,"In the heart of Tel-Aviv's Neve Tzedek neighborhood stands an old house that operates as a shelter for youth from broken homes. Jackie, a young man who finds himself running the shelter ...                See full summary »",0834580
Children of Nobody,,"Family, Musical",NA,12612112
Milk & Honey,2001,Drama,NA,8546902
Chozeh Ahavah,1986,Drama,NA,0133866
Take Two,1972,"Drama, History, War",The film tells the story of the year before the Battle of the Kfar Etzion in 1948 and the story of the battle and the slaughter of the Jews was carried out by the Jordanian Legion and Arab rioters.,0069340
Love Letters from the War,2014,"Crime, Thriller","A psychological thriller set in Tel Aviv following an analytic female detective 's investigation into the disappearance of a teenage girl, as her chess-like maneuvers jeopardize the young brother's life, and her own mental state.",4179400
A Great Light,,Drama,A family escapes from Iraq and forced to leave behind a baby. Years later they come to the conclusion that she is dead. But what if not?,6866920
Istahar,2017,Drama,NA,6971276
Gabi Ben Yakar,1982,Drama,NA,0133785
Tomorrow's Yesterday,1964,"Comedy, Drama","The Simhon family was a radio show on Army Radio in the 1960's. The show was broadcast three times a week in 10 minutes each. In 1964, this film adaptation was produced.",0136811
The Simhon Family,1964,Drama,NA,0137110
Chaver VeAch 2,1999,Drama,Urban Odyssey one night in Tel Aviv.,8314460
Hoze Lech Brach,2008,"Drama, Romance","Romance can find us in the strangest places. When Ella and Gabi meet hiking in the Negev desert, things start off rough but as in the best romantic comedies end smoothly.",5566984
Morning Trail,2016,"Crime, Drama",The movie begins with an armed robbery that turns into a murder case when the victim of the attack dies without identifying the attackers. Shalom Shalom is a singer who has some links to ...                See full synopsis »,9257662
The Investigation Must Go On,2000,"Drama, History","A love story between Fania, a young Russian immigrant and Yechiel, a native Jew, interweaves with the story of the first wave of European migration to Palestine at the end of the 19th ...                See full summary »",0258635
Valley Of Strength,2010,"Drama, Music, Romance","Ariel is about to make a crucial decision that will change her life-Should she stick with her loving partner, or search for that one true love. To her best friend, Keren, the answer is ...                See full summary »",1699221
The Cave,(II,Drama,"For Ze'ev, loneliness has never been this tangible. In his sixties, his wife leaves him for another man, and he remains alone with his thoughts, mistakes, jealousy and a faint lust for life...                See full summary »",2246156
Sudden Birth and a Wolf,2011,Drama,"When a small, run-down circus comes to a Palestinian town, it changes the lives of the West Bank villagers.",2123224
Circus Palestina,1998,"Drama, Romance","Years after a scandalous divorce, seductive Ilana emerges from the ashes of time, distance and resentment to rectify her relationship with ex-husband Alec Gideon.",0163586
Black Box,(VII,"Crime, Drama",NA,10804486
Tania 403,2002,Drama,NA,0339763
"Ya obeshchala, ya uydu...",1992,"Action, Crime, Thriller",Four teenage boys from a rural town go to Tel Aviv for a fun night at a disco and inadvertantly stab a local youth. They are pursued by the police and a nearly retired detective who tries to save them from themselves.,0203218
Game Over,1996,Drama,NA,0143266
Yonatan and Tali,1953,NA,NA,5910264
Christmas in the Holy Land,1971,NA,NA,0245052
Stress,1998,"Crime, Drama",NA,0214165
Murder C.O.D.,1973,Comedy,A few seconds are devoted to giving this candid-camera movie a bit of a framework: prankster Yuda Barkan volunteers to show bright-eyed visitor Caroline Langford the foibles of the Israeli public.,0068686
Hayeh Ahaltah Otah,1980,"Crime, Drama",A street-smart troublemaker falls in love with the daughter of a respectable man.,0133844
BlockBuster,2010,Drama,They were three friends who grew up in a boarding school for abandoned children. They separated but they swore to find each other.,2795530
Casablan,1963,Drama,"Based on the true story, of the Jews escaping Komarom in Hungary while it was under Soviet Occupation following the Nazi regime.",0212046
Chaverim,2017,"Drama, History",NA,8310508
Goodbye Komarom,,Horror,Revelation is a post-apocalyptic horror drama in which four separate but interconnected stories showcase the trials and tribulations of characters trying to find their way and survive this new world of uncertainty.,6116708
Gufa BaCholot,1999,Drama,"The story of Ella, a 30 year old mistress, who wants to mourn the death of her desist lover but can't seem to find a way to do so without reviling their affair to his family.",0235241
Revelation,(VI,Drama,An Israeli soldier and a Palestinian teenager are trapped in a basement under the ruins of house that the IDF demolished in the West Bank city of Ramallah.,7926246
The Other Widow,,Drama,NA,3477758
All the Time in the World,2011,Comedy,"Mickey Shwartz (Assaf Ehrenreich), an ex-soccer player for ""Ha'poel Haifa"", who abandoned a promising career after injuring his meniscus ,he is working as a pen salesman for ""Katz & Sons""- ...                See full summary »",5759660
Emtza HaSeret,2003,"Drama, Romance",NA,0333400
"Beam Me Up, Sasha!",2014,"Comedy, Drama","Kibbutz theater director dreams of being invited by his friend, a famous actor to direct in National Theater. But unfortunately the actor who visits him at the Kibbutz doesn't like his show...                See full summary »",2556756
Love Without Pity Is Cruel,1983,"Comedy, Drama",NA,0133370
Mehakim Le Surkin,2012,Drama,NA,2729778
Peach,2003,Comedy,NA,0373668
Pareil pas pareil,1978,"Drama, Sport",Eitan is yesterday's football star waiting for a tomorrow. He is a man who has nothing left but guts consulting the prospects of having to find a new profession and having to face a loving woman who doesn't understand his problems.,0303683
What Now?,1998,"Drama, Romance","At first, they make love even if they are not in the same country. She's in Paris, he's in Tel Aviv. Time passes and over-communication kills their privacy. In the end, they fall in love for the first time.",0162730
Highway 65,,Drama,"Political conflict connects three stories of people from separate communities, who come together and discover the new way forward to a redeeming life.",7176064
The Hero,1970,Drama,"Cohen takes an elliptical approach in telling the story of Pinchas Rutenberg, a visionary, complex, and larger-than-life figure, who, amongst other things, brought electricity to Jewish ...                See full summary »",0068694
The End of Love,2019,"Comedy, Crime, Drama","Meshulam, a lowly bank clerk, has two hobbies: crime novels, and the ability to calculate investment interest in his head. When he learns of a local gang's plot to rob the bank, Meshulam ...                See full summary »",10850214
Halakhah,2022,Drama,"A man walks amongst an inferno of flames, shell-shocked. When he's back home, he starts group therapy in a military rehab center, meeting all kinds of fellow soldiers who, like him, have ...                See full summary »",19050010
Rutenberg,2003,Drama,"Far from Tel Aviv and big city crimes, Daphna, 40, a promising police officer with a big mouth, finds herself in the small town of Afula dealing with petty crimes, seeking shade from the ...                See full summary »",0238960
The Great Telephone Robbery,1972,"Comedy, Romance",NA,0148846
Burning Memory,1989,"Crime, Drama",NA,0126639
Birds in Neutral,1996,NA,NA,0118005
A Five Minute Walk,2001,Horror,A throwback to the horror movies of the 70s and 80s.,0482218
The Artist Does Not Live by Bread Alone,1996,Drama,NA,0165092
The Dead Sea,(III,Drama,"Tsipi and Rafi meet and quickly marry. To make it difficult on the newly weds, their mother-in-law houses them in an open room, with no privacy. In addition, Rafi works long nights, so that...                See full summary »",6285902
My little family,2017,Drama,NA,16900488
Astonished Lives,,Drama,NA,11157630
A Movie and Breakfast,1977,Comedy,"Dani Lev gives Olga, a beautiful pregnant woman, a ride to the hospital. There he is mistakenly considered as the newborn's father. Now his life become hell by everybody (wife, children, ...                See full summary »",0076685
Hapnimiyah,1983,Drama,A heartfelt story about loss and the challenge of continuing on in a new/old land.,0146847
Armand's Kites,2011,"Fantasy, Music",NA,11112628
Who's the Father?,1996,"Adventure, Fantasy",NA,0317914
Diva Senza Tempo,2017,Drama,"The true story of an Israeli Jewish woman who left the country after being forced, by tragic circumstances, to give her only daughter up for adoption, her child from a Muslim-Bedouin man. ...                See full summary »",11730224
Wake Up Dreaming,2013,NA,"Provocative in its cinematic simplicity, a recounting of an encounter between a filmmaker and a viewer, exploring the way meaning is attributed to non-fiction images in today's day and age.",15338222
A Group Portrait with a Woman,2003,Drama,NA,0374283
The Viewing Booth,,"Drama, Family",NA,11405338
Monologue of a Young Woman,1980,NA,NA,1852845
Winning with Miki,2004,"Drama, Romance","Three friends meet in New York more than 20 years after a crucial event that led to their dispersion. The three reassess their past, and by so doing, they also have a chance at changing their future.",1215473
Foundation of Mind,2011,"Adventure, Comedy, Drama","Driven to desperate circumstances, two friends turned unlikely criminals, and find themselves on a cross-country road trip with the elderly woman they've attempted to rob.",12784436
Turbulence,2010,"Crime, Drama","Four teenage boys find themselves incarcerated in an institution for juvenile delinquents that functions as a prison in every respect. Their stories, with tragic endings for three of the four, are interwoven in the film.",2407082
Grand Finale,,"Comedy, Fantasy","Our life is an amalgamation of reality and imagination, therefore a film about life must contain the two elements, but how does one do this? Director Mamdooh Afdile's answer to this ...                See full summary »",12702168
Ingil,2001,Comedy,BlackSmile Challenging Himself To Create A 49 Minutes Movie Full Of YouTube Content,0290221
Jean Wejnoon,2011,Comedy,NA,2281303
49KG of Content,2021,Drama,NA,18271104
Herod Islands,2018,Drama,The story of a young soldier in the Israeli army who forced to evicting his own people from their homes and land and fighting for his deepest beliefs while risking to lose it all.,8413700
Free Man's Blood or the Sykariki,1970,Horror,NA,0406787
The Glow of Heavens,2012,"Drama, Romance","""All of those romantic movies are always in foreign cities. It's always Tokyo, Paris, Rome, New York. It's easier over there. The hardest thing is being romantic in your own city. Your city...                See full summary »",2931934
Outcry,1998,"Drama, Romance",NA,9354814
Alenbi Romance,2005,"Drama, Mystery","Psychological (Art Film) incorporating both video art and performance-based works produced via a global collaboration and filmed and co-produced in Mexico, USA, Iran, Portugal, Germany, ...                See full summary »",0808145
Street 60,1976,Drama,"For Anat, music is everything. Having never been able to reach her father's musical standards, she rests her hopes on the child she's about to have. When the baby is born deaf, Anat succumbs to extreme measures to keep the dream alive.",5524664
Tea in a Thunder Cup,2012,"Comedy, Drama, Romance","In the easy-going, sexually-liberated 1970's Tel Aviv, three young friends, struggling filmmaker Nati, his impressionable girlfriend Ossi and his geeky friend Mushon, move in together in a ...                See full summary »",2571032
God of the Piano,2019,"Comedy, Drama",Benny Furman is a basketball headcoach who can't decide what he realy wants.,9647298
Dizengoff 99,1979,"Comedy, Music","In Tel Aviv, six friends who are appalled by the Israeli entry in the UniverSong competition record their own song on a mobile phone, then are shocked to learn their recording is selected as Israel's entry for next year's competition.",0079060
Big Eyes,1974,Drama,What can happen in a moment? A difficult decision can change your path in life. An innocent question can provide all the answers you need. A simple maneuver can open your eyes. Seven moments that will change their lives forever.,0121237
Cupcakes,2013,Western,"A nun, the only survivor of an Indian massacre of a wagon train, is taken in by a cantankerous old gunfighter.",1935742
The Male Gaze: Fleeting Glances,2022,"Drama, Romance",A young musician is secretly in love with the beautiful woman living across the street. He is unaware of the horrifying mental crisis she is going through. She is oblivious to the heavy ...                See full summary »,20848778
Madron,1970,"Comedy, Crime","Dov (75) a widower, lives in a nursing home where he feels like he's in jail. He dreams of buying back his old house and returning live there, but he has has no money since losing his his ...                See full summary »",0066034
Love Trilogy: Stripped,2018,NA,NA,5368322
Greener Pastures,2022,Comedy,NA,12961740
The Auntie from Argentina,1984,Drama,NA,0143219
The Lullabay of US,,NA,"Joshua Zamir lost his son Yaron, in the first Lebanon war in 1982. Since then he tries to help others to deal with their losses. Produced for the Israel Film Service and the Second channel for Radio and television in 1998.",19843912
Good Intentions,1998,Drama,NA,0178518
Death Has No Friends,1970,"Family, Musical",NA,0179756
Dod Pompa,2000,"Drama, Fantasy, Thriller","In a world suffered by the great war we all fear from, A soldier awakes wrapped in bandages and without any memory.",1899163
E.M.E.T,2009,Drama,NA,1437813
Joker,1976,"Fantasy, Sci-Fi","Daniel Vilner, the popular fantasy fantasy author is having troubles completing the third part of his trilogy when suddenly he finds himself trapped inside the book while one of his ...                See full summary »",0148360
Writer's Block,2008,NA,NA,6428544
Hol Ba'eynayim,1967,Comedy,NA,0174745
Al Hapanim,1989,Family,NA,0133346
The Treasure Across the River,2016,Drama,"Twelve-year-old Itamar has a deep passion for ice skating. However, he is slowly losing his hearing, which forces him away from his singular passion. Itamar refuses to accept his doctor`s ...                See full summary »",6295364
Shivuy Mishkal,2005,"Comedy, Horror, Romance","Roi and Noa are a young Israeli couple, living together and in love. Roi wants more from this relationship: he wants Noa to stop fighting with him, and wants her to be the 'perfect' spouse....                See full summary »",0860535
Open Stitch,2009,Drama,NA,1719664
"Yossele, How Did It Happen?",1989,Drama,"A year after the death of his baby, Nachum, 31-year religious, wants to become an undertaker. His struggle between the dead and the living becomes the core of this story.",0149394
Shrouds,2010,Fantasy,"A fantasy journey of a young fellow between the 12 sign of the zodiac, in Zodiac Land. He meets girls of all astrological types but discovers that he is short in time. Romance and mystery ...                See full summary »",1757879
Zodiac Land,2009,Drama,NA,1949613
Kreutzer Sonata,2012,"Comedy, Romance, Sci-Fi",An Israeli-Lithuanian scientist is asked by a Russian oligarch to develop software that will match people around the world.,6487300
Ha-Khetzi HaSheni,1996,Drama,"This film about an expressive and intelligent 13-year old boy captures the cultural richness and social complexity of a Jewish boy's life in Tunsinia, North Africa. Based on the autobiographical novel by sociologist Albert Memmi.",0354683
Pillar of Salt,1979,Drama,"A single father who shares an apartment with his mother, older brother, and daughter. His challenge is to let go of his daughter in order to protect her from the same destiny.",0151722
Ben Zaken,2014,Drama,NA,3835234
The Hero's Wife,1963,"Biography, Drama",NA,0133740
Arim B'Layla,1998,"Comedy, Romance",NA,0154161
Tni Siman Chayim,2002,"Crime, Drama, Music",NA,5688120
In a Place Far from the Earth,1994,NA,NA,0238294
HaBerberim,,Drama,"1955. The Jewish community of a Moroccan village is told they can immigrate to Israel. But only after leaving their homes, they learn the process is highly selective, and only the young and able are allowed to enter.",12678770
Again... the Second Time,1991,NA,NA,0101278
Nurit 2,1983,Drama,NA,0142711
Our Natural Right,2020,History,"Over seven decades ago, The Declaration of Independence of the State of Israel was drafted. Every word and comma led to hours of debate. The declaration was signed, the State established, but the debate still rages.",14981404
Little Simico's Great Fantasy,2011,"Comedy, Drama","Little Simico is thirty-years-old, an affable dreamer, beloved by all. He makes a living working in Jackie's Hummus place and is engaged to Mazzi who dreams of a big white wedding with all ...                See full summary »",2072985
The Fence,2011,Drama,"An exciting drama set towards the end of the 19th century. Faigi, Fruma, Shayna and other girls must confront the everyday life of a small town against the abundant opportunities of the modern world.",13148494
The Katzman Tapes,2012,Drama,"The Katzman Tapes is a feature length mocumentary, that tells, ironically and satirically while maintaining a serious facade, the story of the state of Israel and Zionism. Lead by director ...                See full summary »",3210300
And the Rat Laughed,,Drama,Limaan antropologist in 2111 discovers a Holocaust story hidden under a popular mith about a Jewish girl and a laughing rat that saved her.Lima risks her life and takes her lover Stash on a dengerous quest of revealing the past.,3434304
Sockless: An Einstein Project,2005,Family,A man and his younger sister encounter physicist Albert Einstein.,14409994
Je T'aime Mon Amour,2010,Drama,NA,7325574
Pulse,2020,Drama,"Micha (36), an impoverished Israeli poetry writer, who washes dishes at the local pub, decides one day to donate his heart, and that way help his mother. But he runs away in the middle of ...                See full summary »",20981554
The Witch from Melchet Street,2005,"Drama, Fantasy, Romance","A boy and an adult witch live in the same building in Tel Aviv. The boy falls in love with the new girl who came to the neighborhood, a retired witch. The connection between the two teaches both that in love there is no magic.",1134661
Untitled Horatio Spafford Project,,"Biography, Drama, War","A famous Chicago lawyer loses family and fortune, moves to 19th Century Jerusalem and establishes a religious colony that provides food and shelter to those of 3 faiths.",13572382
18 Kilometers,2009,Drama,"Twenty four hours in the lives of eleven people living in Sderot and Gaza, whose fates are bound together by one day in 2007.",7479884
Melach Yam,2010,Drama,NA,1694536
A Touch of Magic!,,Fantasy,Twelve individuals who lived in 1987 Key West reincarnate and meet in 2047 Jerusalem.,7138460
Pink Lady,,Drama,"Battie and Lazer, a Jewish ultra-Orthodox couple are being blackmailed by the Wolf's gang. Both are going to fight the gang in a journey that will test their love and faith and change their lives forever.",13875978
Eagles,2012,Drama,"Alienated from society, two ex-soldiers begin a vigilante campaign following the senseless death of a woman from their past.",2379450
The Boy Across the Street,1965,"Comedy, Romance",An Israeli diplomat romances a young woman on the condition that he not be seen.,0138202
Blind Date,2003,Drama,NA,0363881
Enemy Scoop,1999,Comedy,Two Wedding Movie Makers are sick and tired of their job videotaping weddings so they decide to make a wedding band but neither know much about music so they enlist their room mate who is a...                See full summary »,0285068
FunkBox Wedding Band,2014,Drama,An American environment engineer's ideals are tested when sets out to build a solar field in the Bedouin communities of the Negev desert.,4438182
Here Comes the Sun,(II,Drama,"In the 1980s, Buck Davis was a star player in the Israeli Basketball league. Decades later, a broken Davis returns to Israel at the age of 50 in order to collect his pension and exact ...                See full summary »",6443416
Buck Davis,,Comedy,NA,6793840
What a Gang,1962,Drama,NA,0057132
Mikmak - Untitled 2nd Feature Film,,"Animation, Family",NA,3319148
Black Jack,2004,Action,"Black Jack is the coming-of-age story of Jacky, a young, frivolous adventurer, searching for an identity and thirsty for love. As he is swept into the world of crime, he falls in love with ...                See full summary »",0430925
Photo Roman,1987,"Drama, Romance",NA,0093734
Story of Israel,1967,NA,NA,0165500
Dreams,1969,Drama,NA,0133835
Once Upon Time,1976,NA,NA,0183603
Marriage Tel Aviv Style,1979,"Comedy, Drama",After Avigdor Pumerantz calls the matchmaker in order to find a new wife his children decide to robe him.,0144502
Blaze on the Water,1969,Drama,NA,0146973
Sbank,2013,"Action, Comedy, Drama",A woman is going to a sperm bank to create her first child. There she falls in love with one of the donors. In that sperm bank the best donors are kept frozen with their sperm.,5295324
Into the Night,1985,Drama,"A common crisis changes the complicated relationship between a father and his middle-aged son, both trapped in unhappy marriages.",0088696
"How, What and Why",2020,"Action, Adventure, Comedy",NA,15288646
Love and Hope,2015,Drama,"He loves her. She loves her. They have issues, trouble in their relationship. It is type for them to make a change, to keep their love alive.",4874958
Apollo Group Global LLC,2021,NA,NA,16318368
Savage the Man,2017,Mystery,NA,6047312
Visa,2013,"Comedy, Drama","A sham marriage for the sake of a UK residence permit, starts off a partnership between an Israeli man and British woman. An almost-mute narrative unfurls, built on images and aesthetics; ...                See full summary »",3002628
Janusz Korczak,2004,Biography,NA,0469861
For a Change,2018,Comedy,NA,13136008
BaKavod Sheli,2004,Drama,NA,8317822
The Hole Between Us,,"Comedy, Drama",A hole between two neighbors turns their world around.,7216396
Tip of the Spear,,War,"After getting kicked out of his elite unit, an IDF fighter gets sent out to the brigades, and must cope with new commanders, new squad-mates and a new set of responsibilities.",7024252
The Dress,1969,Drama,Three short stories of life in Tel Aviv; A girl meets a boy in a library and has to decide what to do next; A young husband comes home to meet his wife's boyfriend; A young clerk opens a ...                See full summary »,0066381
The Milk Trial,2016,"Drama, History",Based on a true story that happened in Morocco at the beginning of The 40's.,4952638
Shuroo,1990,Comedy,"Comedy about life among Tel Aviv's 30-something bourgeoisie is nothing if not proof that self-absorbed, would-be hipsters are the same the world over. The central character is Asher, an ...                See full summary »",0102919
The Ladies' Hairdresser,1984,Comedy,NA,0152286
Transit,1980,Drama,A Jewish refugee in Israel,0138884
Gloria Jesus,2014,"Comedy, Drama","A young Brazilian pastor zealously pursues his mission to convert the indigenous people of the Amazon. His fervor and charisma draw the attention of the World Christ Channel, a U.S. based ...                See full summary »",1647360
The Cutoff Man,2012,Drama,"The life of an aging man who earns a living by cutting off water lines for citizens in dept, and he's the relationship with his older son.",2219708
The Amlash Enchanted Forest,1974,Drama,From legendary writer-director Yitzhak Yeshurun comes a drama about the true meaning of flag and family. The so-called Israeli war of attrition forced Shmuel Braverman to leave Israel and ...                See full summary »,0143286
Greenfields,1989,"Drama, Comedy","Chico takes his unconditional love for his son Ben to the next level in the second installment of Avi Cohen's adventure trilogy, which picks up on a positive note -- soon after Chico won a ...                See full summary »",0144591
Abba Ganuv II,1989,"Animation, Comedy, Drama",NA,0133332
"Fish, Football and Girls",1968,"Comedy, Drama","The story of a soccer team, respectable families, a corrupt night club owner, and a young lad to guide all to a happy ending.",0144606
Bewitched,2018,"Comedy, Mystery, Romance","It's more dificult to love than to be bewitched. The film has as it's central theme the loving separation, but the consequences of this separation are attributed to occult forces that ...                See full summary »",9716728
49KG of Content 2,2022,Comedy,"After The Release Of The First Movie BlackSmile Got His Vacation And The Way He Want To Return Is Making A Sequel Which Will End His Nightmare Once And For All, With The Same Way The First Movie Went.",19406940
Vice Versa,2015,Drama,NA,14859454
On a Clear Day You Can See Damascus,1984,"Action, Comedy","The film centres around gangland boss Vic Morono who presides over a mixed pack of cards with the trumps being the 'The Four Deuces'-Chip Morono, Mickey Navarro, Ben Arlen and Smokey Ross.",0133391
The Four Deuces,1975,"Adventure, Drama, Romance","In 1948, four Israeli soldiers recount the events that led them to take up arms while preparing for a final mission in the hours leading up to a truce.",0073011
Hill 24 Doesn't Answer,1955,"Comedy, Drama",Laila In Haifa is set over one fateful night in a club in the port town of Haifa and explores the interweaving stories of five women. The film aims to present a snapshot of contemporary ...                See full summary »,0048121
Laila in Haifa,2020,"Drama, War",Tells the story of two women seeking leads to their missing husbands after the end of the Yom Kippur War (1973). A relationship builds between them when each identified her husband in the same blurred image of a foreign newsreel.,12716170
The Last Winter,1983,Drama,NA,0087599
Don Quixote and Sa'ad Pancha,1956,"Drama, War","Based on the novel ""The Story of Hirbet Hizah"" by S. Izhar (S.Yizhar).",0133716
Khirbet Hiza'a,1978,Drama,NA,0151202
Metamorphosis of a Melody,1996,"Drama, Musical","Shoshana, a rich young woman from Tiberias loves Moshe, a poor truck driver from Tel Aviv. They intend to marry, but Nissim, her father, forbids it. They intend to take advantage of ...                See full summary »",0148471
Nurith,1972,Drama,"City of Lodz in Poland, after the Second World War. Two brothers, Tadek and Andrzej, grow up without a father, and their mother, so busy at work, does not notice when the boys join a rowdy ...                See full summary »",0142710
My Australia,2011,"Comedy, Drama, Sci-Fi","Max finds himself in possession of an ancient scroll that describes the entire history of humankind from beginning to end. Seeking to use the information for his own gain, Max triggers the mechanism that begins influencing his own life.",1881012
The Zohar Secret,2016,Drama,"Pilgrim is a former British Soldier. On returning from international tours of duty, his everyday life was characterized by violence and depression. Now, as a civilian, the problems follow ...                See full summary »",3355014
Pilgrim,2018,Drama,"Self Made tells the story of two women - one Israeli, the other Palestinian- who are trapped within their respective worlds. After a mix-up at a checkpoint, they find themselves living the ...                See full summary »",7642602
Self Made,2014,Drama,NA,3751304
Rage and Glory,1984,Drama,"Enrike, a young Israeli boarding-school student, falls in love with Malka, the most popular girl in his class. Malka tires of their relationship and takes up with Shalom, Enrike's best friend.",0149396
Zechut HaShtika,2017,Drama,"Lucy, a privileged North American in contemporary Berlin, living a life of post Punk hedonism, roams the streets with her best friend, Derek. Together they use the city like a playground, a...                See full summary »",7806062
Prom Queen,1986,Drama,"Newly discharged from the Israeli Army, Ra'ed, a Bedouin from an unrecognized village in the Negev desert, is determined to save his family's failing herd of sheep, about to be sold. He ...                See full summary »",0164744
Saturn Returns,2009,"Drama, History","An avowed anarchist and Stern Gang hitman is sent to Jerusalem to assassinate a senior British officer creating much tension within the already troubled cell and almost brings its collapse,...                See full summary »",1337535
Invisibles,2014,Drama,A Palestinian expatriate filmmaker (Elia Suleiman) documents the loss of national identity in Israel's Arab population.,4036334
Kasach,1984,Drama,A middle aged single father copes with his teenage daughter's wish to end her life.,0151189
Chronicle of a Disappearance,1996,Comedy,"The days are wartime in southern Israel. It is the beginning of the Jewish year, according to Jewish religious law, ten days of repentance are the days of asking forgiveness. Nissan an ...                See full summary »",0115895
The Day After I'm Gone,2019,Drama,NA,9455100
Forgiveness,2019,Drama,"Henry, an equipment manager in a film school, makes up his mind to make a movie, now or never. For the starring role he selects his own 13-year-old boy, Ami. Ami is a talented mimic, who ...                See full summary »",10929798
Henry's Dream,2004,Drama,A woman's beach vacation takes a dark turn when she begins to confront the troubles of her past.,0380414
The Lost Daughter,2021,"Drama, Thriller","A devoted father helps two stranded young women who knock on his door, but his kind gesture turns into a dangerous seduction and a deadly game of cat and mouse.",9100054
Knock Knock,2015,"Drama, Music, Romance",NA,3605418
Salsa Tel Aviv,2011,"Comedy, Romance","Vicky (Angelica Vale) travels to Israel dressed as a nun to find her estranged husband, who is an illegal salsa dancing teacher in Tel Aviv. On her way there she meets Yoni (Angel Bonanni),...                See full summary »",1965061
Fortuneteller,,Fantasy,NA,9572246
No Names on the Doors,1997,Drama,"No Names on the Doors is set a modern kibbutz, where social transformation can no longer be kept at bay. Spectres of Arab invasion lurk in the background; financial pressures and the ...                See full summary »",0135408
The Covenant,2013,Musical,"Experience the pain of Egyptian slavery through the eyes of Moses' mother as she sets down her baby in to the Nile, the loyalty of Ruth as she pledges herself to Naomi and her God, and the ...                See full summary »",3296724
Ben,1997,Drama,NA,0143131
On the Fringe,1987,Drama,"Set against the scenic backdrop of a vibrant New England fall... a story of homecoming and healing unfolds when Kurt (Dan Clay) hits the streets of Garrison Falls, New Hampshire. Traveling ...                See full summary »",0133600
Foreign Sister,2000,Drama,"Fifty-year-old Naomi is a woman who has everything, including a handsome husband and nice kids, but she is collapsing under the ordinariness of her successful life. She loses herself in the...                See full summary »",0256587
Aaron Cohen's Debt,1999,"Crime, Drama","A multi-character, non-linear drama, following the events taking place during the last night in the life of Aaron Cohen.",0219467
Rascals Dawn,,Drama,"A magnetic young couple bankrolls their colorful lifestyle through clever but corrupt exploits, when the consequences of reality begin to penetrate the invincibility of youth.",2462238
Cobra,1986,"Action, Crime, Thriller",A tough-on-crime street cop must protect the only surviving witness to a strange murderous cult with far-reaching plans.,0090859
The Delta Force,1986,"Action, Adventure, Drama","After a plane is hijacked by terrorists, The Delta Force is sent in to resolve the crisis.",0090927
The Kindergarten Teacher,2018,"Drama, Thriller",A kindergarten teacher in New York becomes obsessed with one of her students whom she believes is a child prodigy.,6952960
Where Is Anne Frank,2021,"Comedy, Drama","A tragi-comedy centered on the HR manager of Israel's largest industrial bakery, who sets out to save the reputation of his business and prevent the publication of a defamatory article.",3454424
The Human Resources Manager,2010,Drama,An Orthodox Jewish couple's faith is tested after praying to the Lord for a child on the Succoth holiday.,1311075
Ushpizin,2004,Drama,"A successful author, Liz, searches for her daughter, Rachel, in the Sinai Desert. There she meets a Bedouin storyteller who relays the unusual love story of a Western tourist and the son of a Bedouin Sheik named Najim. Their relationship is torn apart when the American is exposed to a tribal ritual.",0426155
Tahara,2002,"Comedy, Drama, Romance",Charlie passes himself off as a rich businessman but gets by through fleecing suckers with 3-Card Monte. Miko is a street kid who spends his time with Charlie instead of going to school; ...                See full summary »,0325478
Charlie and a Half,1974,"Action, Drama",A government-trained killing machine must turn his lethal skills against his top-secret squad's AWOL leader,0133689
